X              Y         Z      JointType 
-0.1384843 -0.2544141 2.114437 0 SpineBase
-0.1492991 0.09396907 2.085899 1 SpineMid
-0.15856 0.4295489 2.04187 2 Neck
-0.3012779 0.2964997 1.99276 4 ShoulderLeft
-0.3623345 0.06228792 1.987237 5 ElbowLeft
0.03357005 0.3220716 2.08417 8 ShoulderRight
0.07142232 0.03253822 2.09041 9 ElbowRight
-0.2126293 -0.2555483 2.05966 12 HipLeft
-0.225686 -0.5710871 2.041814 13 KneeLeft
-0.1495692 -0.8199579 2.199865 14 AnkleLeft
-0.1234101 -0.8672439 2.042629 15 FootLeft
-0.05908655 -0.2435754 2.088535 16 HipRight
0.004337632 -0.5304849 2.072676 17 KneeRight
-0.2911012 -0.4216095 2.013819 18 AnkleRight
-0.2292063 -0.5291042 1.92842 19 FootRight
-0.1564909 0.3474629 2.055446 20 SpineShoulder
-0.1364395 -0.2438367 2.065001 0 SpineBase
-0.1493391 0.09821866 2.067679 1 SpineMid
-0.1588231 0.4293492 2.041506 2 Neck
-0.3009186 0.2954541 1.990903 4 ShoulderLeft
-0.3614525 0.06534088 1.986429 5 ElbowLeft
0.03363272 0.3197133 2.081914 8 ShoulderRight
0.07117239 0.04296789 2.089732 9 ElbowRight
-0.2105247 -0.2439487 2.008934 12 HipLeft
-0.1849508 -0.6429459 2.045933 13 KneeLeft
-0.1898001 -1.070234 2.00731 14 AnkleLeft
-0.1084018 -1.03547 1.86591 15 FootLeft
-0.05710765 -0.2340776 2.040397 16 HipRight
-0.05744423 -0.6337577 2.077301 17 KneeRight
-0.06170978 -1.061396 2.005521 18 AnkleRight
0.03521753 -1.037707 1.878253 19 FootRight
-0.156914 0.3475948 2.053498 20 SpineShoulder
-0.1365107 -0.2427337 2.061229 0 SpineBase
-0.1494633 0.0987897 2.063164 1 SpineMid
-0.1591543 0.4290354 2.041346 2 Neck
-0.3006017 0.2934921 1.988225 4 ShoulderLeft
-0.361027 0.0669098 1.986066 5 ElbowLeft
0.03368974 0.3194876 2.081576 8 ShoulderRight
0.0716821 0.04340054 2.089673 9 ElbowRight
-0.2104297 -0.2434787 2.004068 12 HipLeft
-0.1812061 -0.7010788 2.057932 13 KneeLeft
-0.2408851 -1.112295 2.020555 14 AnkleLeft
-0.1354068 -1.069171 1.90046 15 FootLeft
-0.05732369 -0.2326287 2.037913 16 HipRight
-0.1095437 -0.7038288 2.066711 17 KneeRight
0.1021162 -1.061952 1.973545 18 AnkleRight
0.03459954 -1.040456 1.850385 19 FootRight
-0.1572863 0.3474726 2.052122 20 SpineShoulder
-0.133017 -0.2439295 2.051806 0 SpineBase
-0.1471786 0.09782227 2.057379 1 SpineMid
-0.1586197 0.4278715 2.041805 2 Neck
-0.3004498 0.2932189 1.988226 4 ShoulderLeft
-0.3599992 0.06940323 1.98497 5 ElbowLeft
0.03420383 0.3179007 2.080334 8 ShoulderRight
0.07289033 0.04301845 2.088614 9 ElbowRight
-0.2071612 -0.244682 1.992322 12 HipLeft
-0.1788972 -0.70425 2.059759 13 KneeLeft
-0.2369933 -1.105135 2.018849 14 AnkleLeft
-0.1177016 -1.067851 1.90135 15 FootLeft
-0.05385321 -0.2336982 2.031173 16 HipRight
-0.1127184 -0.7487053 2.070568 17 KneeRight
0.1056629 -1.056554 1.978418 18 AnkleRight
0.04882646 -1.039523 1.853249 19 FootRight
-0.1563722 0.3466194 2.050678 20 SpineShoulder
-0.1321179 -0.2423989 2.048015 0 SpineBase
-0.1462353 0.09859352 2.054802 1 SpineMid
-0.1583696 0.4277748 2.041826 2 Neck
-0.3000516 0.2931257 1.988481 4 ShoulderLeft
-0.3593001 0.06872667 1.983514 5 ElbowLeft
0.03617117 0.3120753 2.071971 8 ShoulderRight
0.07407593 0.04209082 2.085897 9 ElbowRight
-0.2061518 -0.2388452 1.988984 12 HipLeft
-0.1780535 -0.704734 2.059225 13 KneeLeft
-0.2362787 -1.103847 2.018199 14 AnkleLeft
-0.0526471 -0.2360183 2.025414 16 HipRight
-0.1118376 -0.7454379 2.069117 17 KneeRight
0.02937916 -1.049159 1.872585 19 FootRight
-0.1557861 0.3467337 2.049758 20 SpineShoulder
-0.1319033 -0.2422165 2.047463 0 SpineBase
-0.1460084 0.0987294 2.054221 1 SpineMid
-0.1583053 0.4277522 2.041785 2 Neck
-0.299902 0.2931173 1.988566 4 ShoulderLeft
-0.3588335 0.06826162 1.982901 5 ElbowLeft
0.0361121 0.3121201 2.071847 8 ShoulderRight
0.07422353 0.04216293 2.085213 9 ElbowRight
-0.2059759 -0.23837 1.988666 12 HipLeft
-0.1775868 -0.7049226 2.058727 13 KneeLeft
-0.2296294 -1.090042 2.011137 14 AnkleLeft
-0.1037204 -1.06306 1.905109 15 FootLeft
-0.05243748 -0.2362001 2.024842 16 HipRight
-0.1096733 -0.7405407 2.070253 17 KneeRight
0.02674023 -1.048894 1.873216 19 FootRight
-0.1556096 0.3467703 2.049392 20 SpineShoulder
-0.1317248 -0.2421658 2.045706 0 SpineBase
-0.1452166 0.09880269 2.051862 1 SpineMid
-0.1572559 0.4274055 2.040681 2 Neck
-0.2994057 0.2931015 1.988678 4 ShoulderLeft
-0.356681 0.06379555 1.989584 5 ElbowLeft
0.03594296 0.3122078 2.071155 8 ShoulderRight
0.07456096 0.04204446 2.082904 9 ElbowRight
-0.2059076 -0.2372198 1.987483 12 HipLeft
-0.1775581 -0.7040879 2.057877 13 KneeLeft
-0.173369 -1.071985 2.002288 14 AnkleLeft
-0.06446889 -1.058963 1.871481 15 FootLeft
-0.0522235 -0.2375552 2.022978 16 HipRight
-0.08575411 -0.7146186 2.075886 17 KneeRight
0.1067717 -1.055757 1.981257 18 AnkleRight
0.02298524 -1.049744 1.875979 19 FootRight
-0.154356 0.3466626 2.047007 20 SpineShoulder
-0.1323057 -0.243001 2.044949 0 SpineBase
-0.1452056 0.09843277 2.05108 1 SpineMid
-0.1567198 0.4272022 2.040097 2 Neck
-0.2974412 0.2909094 1.985703 4 ShoulderLeft
-0.3566745 0.06358552 1.989009 5 ElbowLeft
0.03627255 0.3090858 2.064993 8 ShoulderRight
0.07448372 0.04215418 2.082075 9 ElbowRight
-0.2064657 -0.2373665 1.987064 12 HipLeft
-0.1785054 -0.7015164 2.05702 13 KneeLeft
-0.186589 -1.071142 2.005069 14 AnkleLeft
-0.09080027 -1.052571 1.858705 15 FootLeft
-0.05284856 -0.2394981 2.022076 16 HipRight
-0.1002237 -0.7255249 2.067364 17 KneeRight
0.106926 -1.055713 1.981233 18 AnkleRight
0.02016679 -1.050397 1.876618 19 FootRight
-0.1539461 0.3464773 2.046169 20 SpineShoulder
-0.1325209 -0.2430298 2.044872 0 SpineBase
-0.145265 0.09846241 2.050981 1 SpineMid
-0.1566896 0.4272423 2.040059 2 Neck
-0.2975321 0.2910424 1.985863 4 ShoulderLeft
-0.3566668 0.06361912 1.9889 5 ElbowLeft
0.03613222 0.3092666 2.065271 8 ShoulderRight
0.0743835 0.04208872 2.081748 9 ElbowRight
-0.2067925 -0.2371902 1.987043 12 HipLeft
-0.1785615 -0.6883424 2.054082 13 KneeLeft
-0.1878255 -1.071488 2.006144 14 AnkleLeft
-0.07206845 -1.056024 1.878153 15 FootLeft
-0.05305398 -0.2396948 2.022007 16 HipRight
-0.07117109 -0.694847 2.077864 17 KneeRight
0.1071756 -1.055524 1.981025 18 AnkleRight
0.0189725 -1.050293 1.875648 19 FootRight
-0.1539357 0.3465433 2.046065 20 SpineShoulder
-0.137027 -0.2422526 2.047082 0 SpineBase
-0.1464044 0.09887338 2.050705 1 SpineMid
-0.1562574 0.4274454 2.039052 2 Neck
-0.2983711 0.2916016 1.987426 4 ShoulderLeft
-0.3579236 0.06416094 1.988657 5 ElbowLeft
0.03585217 0.3098221 2.065861 8 ShoulderRight
0.0740042 0.04197288 2.0817 9 ElbowRight
-0.2122424 -0.2348558 1.989714 12 HipLeft
-0.1990138 -0.6609498 2.056708 13 KneeLeft
-0.1943386 -1.071331 2.015186 14 AnkleLeft
-0.1374256 -1.077308 1.887381 15 FootLeft
-0.05683591 -0.2402441 2.024562 16 HipRight
-0.06028798 -0.6822861 2.079225 17 KneeRight
0.1074532 -1.055381 1.981318 18 AnkleRight
0.02054019 -1.048676 1.872505 19 FootRight
-0.1538516 0.3468526 2.044993 20 SpineShoulder
-0.1386637 -0.2424714 2.052483 0 SpineBase
-0.1469136 0.09881695 2.051754 1 SpineMid
-0.1561693 0.4273974 2.038794 2 Neck
-0.3000115 0.2929636 1.991436 4 ShoulderLeft
-0.3624517 0.06533678 2.001182 5 ElbowLeft
0.0359082 0.3080527 2.063525 8 ShoulderRight
0.07371338 0.04202447 2.081866 9 ElbowRight
-0.2143679 -0.2348641 1.99532 12 HipLeft
-0.1849714 -0.6846194 2.05676 13 KneeLeft
-0.1966145 -1.078465 2.01705 14 AnkleLeft
-0.07272482 -1.060572 1.891259 15 FootLeft
-0.05786941 -0.2408095 2.030149 16 HipRight
-0.06568989 -0.6894284 2.081836 17 KneeRight
0.1071733 -1.056868 1.978906 18 AnkleRight
0.0211136 -1.048627 1.871556 19 FootRight
-0.1538632 0.3468448 2.044923 20 SpineShoulder
-0.1388545 -0.2424308 2.05353 0 SpineBase
-0.1468512 0.09872588 2.051873 1 SpineMid
-0.1551839 0.4267901 2.037825 2 Neck
-0.3000371 0.2929899 1.991672 4 ShoulderLeft
-0.3625937 0.06543133 2.000977 5 ElbowLeft
0.03578134 0.3090043 2.065386 8 ShoulderRight
0.07355297 0.04210802 2.082005 9 ElbowRight
-0.2144581 -0.234589 1.996365 12 HipLeft
-0.1848097 -0.6878358 2.057309 13 KneeLeft
-0.1968759 -1.078222 2.016736 14 AnkleLeft
