X              Y         Z      JointType 
-0.1253047 -0.4610431 1.922397 0 SpineBase
-0.1126282 -0.1358866 1.939123 1 SpineMid
-0.09951051 0.1789803 1.940045 2 Neck
-0.2543041 0.1160953 1.929897 4 ShoulderLeft
-0.3714375 0.2691865 1.926599 5 ElbowLeft
0.07482081 0.0684076 1.893281 8 ShoulderRight
0.267476 0.16325 1.850914 9 ElbowRight
0.2363014 0.3237327 1.895956 10 WristRight
0.2084104 0.3932372 1.925314 11 HandRight
-0.1983049 -0.4410657 1.900625 12 HipLeft
-0.1877798 -0.6463705 1.644517 13 KneeLeft
-0.1987514 -0.9507233 1.743241 14 AnkleLeft
-0.2098854 -1.021449 1.701991 15 FootLeft
-0.04743674 -0.4633569 1.870465 16 HipRight
-0.01404389 -0.7482802 1.756618 17 KneeRight
-0.06407646 -1.155969 1.843432 18 AnkleRight
-0.1028736 0.101668 1.942397 20 SpineShoulder
0.1941663 0.4540631 1.982742 23 HandTipRight
0.1965415 0.3715319 1.9366 24 ThumbRight
-0.1030938 -0.4014404 1.835436 0 SpineBase
-0.1101322 -0.1045693 1.895826 1 SpineMid
-0.1103201 0.1850104 1.935089 2 Neck
-0.2611198 0.1206671 1.924743 4 ShoulderLeft
-0.4154093 0.1764021 1.893413 5 ElbowLeft
-0.2740504 0.2377554 1.934512 6 WristLeft
-0.2294256 0.2277317 1.935601 7 HandLeft
0.07512688 0.06553697 1.883749 8 ShoulderRight
0.2520895 0.006510876 1.841951 9 ElbowRight
0.2988177 0.1810455 1.814162 10 WristRight
0.3084171 0.2567162 1.810207 11 HandRight
-0.1757438 -0.3798538 1.8164 12 HipLeft
-0.1855399 -0.7138788 1.726417 13 KneeLeft
-0.2046086 -1.013557 1.745424 14 AnkleLeft
-0.02649002 -0.407647 1.785873 16 HipRight
-0.0343431 -0.6969932 1.788502 17 KneeRight
-0.05702867 -0.9844521 1.818004 18 AnkleRight
-0.07039034 -1.024041 1.703093 19 FootRight
-0.1111 0.1123137 1.929453 20 SpineShoulder
-0.1977739 0.2646615 1.919833 21 HandTipLeft
-0.240136 0.2627031 1.919889 22 ThumbLeft
0.3257874 0.3146631 1.796483 23 HandTipRight
0.2869081 0.2786998 1.822734 24 ThumbRight
-0.1128793 -0.401834 1.820631 0 SpineBase
-0.1198252 -0.1049946 1.879068 1 SpineMid
-0.123945 0.1831586 1.922059 2 Neck
-0.2755027 0.1109053 1.912591 4 ShoulderLeft
-0.4359136 0.08649146 1.878325 5 ElbowLeft
-0.3518114 0.2193041 1.895985 6 WristLeft
-0.3090425 0.2214449 1.905291 7 HandLeft
0.05557656 0.05552327 1.866831 8 ShoulderRight
0.2360679 -0.06347406 1.847514 9 ElbowRight
0.3363943 0.06217149 1.790772 10 WristRight
0.3780123 0.1181794 1.760469 11 HandRight
-0.1806467 -0.3819341 1.805292 12 HipLeft
-0.1961636 -0.7193879 1.734061 13 KneeLeft
-0.2080349 -0.9686598 1.744269 14 AnkleLeft
-0.217268 -1.000026 1.630586 15 FootLeft
-0.04188507 -0.4068342 1.77038 16 HipRight
-0.04177169 -0.6935952 1.774828 17 KneeRight
-0.0702907 -0.9992683 1.827917 18 AnkleRight
-0.0863178 -1.044512 1.724074 19 FootRight
-0.123352 0.1118823 1.913958 20 SpineShoulder
0.4306405 0.1535795 1.753753 23 HandTipRight
0.3600313 0.1375344 1.728333 24 ThumbRight
-0.1356543 -0.4226075 1.800053 0 SpineBase
-0.135641 -0.1147413 1.853517 1 SpineMid
-0.1356024 0.1822801 1.891072 2 Neck
-0.2827113 0.0630689 1.869864 4 ShoulderLeft
-0.4647578 -0.01717403 1.906832 5 ElbowLeft
-0.4720792 0.1460906 1.85526 6 WristLeft
-0.4845636 0.1841979 1.820733 7 HandLeft
0.04402275 0.04663896 1.861698 8 ShoulderRight
0.2044473 -0.08666142 1.890673 9 ElbowRight
0.3577448 -0.03095493 1.828624 10 WristRight
0.4227793 -0.003644443 1.807658 11 HandRight
-0.2062206 -0.4146012 1.768717 12 HipLeft
-0.2205369 -0.730105 1.734587 13 KneeLeft
-0.2246335 -1.011051 1.75481 14 AnkleLeft
-0.05962532 -0.4169908 1.762585 16 HipRight
-0.07207411 -0.7153705 1.712194 17 KneeRight
-0.07972715 -1.009471 1.755771 18 AnkleRight
-0.1357821 0.1092418 1.884198 20 SpineShoulder
-0.4759121 0.225028 1.757939 21 HandTipLeft
-0.4398337 0.1959144 1.791154 22 ThumbLeft
0.4832495 0.007382338 1.781154 23 HandTipRight
0.4381242 0.003916334 1.753667 24 ThumbRight
-0.1475902 -0.4216669 1.793948 0 SpineBase
-0.1439303 -0.1135843 1.843831 1 SpineMid
-0.1400683 0.1838681 1.877526 2 Neck
-0.2888034 0.07099675 1.866958 4 ShoulderLeft
-0.4755235 -0.03434229 1.912614 5 ElbowLeft
-0.5850335 0.08986787 1.830661 6 WristLeft
-0.6308803 0.1380778 1.79557 7 HandLeft
0.03685587 0.04448829 1.855045 8 ShoulderRight
0.1997362 -0.07819605 1.894903 9 ElbowRight
0.4000448 -0.02063233 1.844308 10 WristRight
0.4495221 -0.00319942 1.826314 11 HandRight
-0.2173392 -0.4130023 1.764287 12 HipLeft
-0.2260327 -0.7365282 1.736911 13 KneeLeft
-0.2305532 -1.017049 1.760322 14 AnkleLeft
-0.07201632 -0.4150679 1.755078 16 HipRight
-0.06811655 -0.7157094 1.667239 17 KneeRight
-0.07091822 -1.007115 1.732367 18 AnkleRight
-0.1411826 0.1108214 1.87161 20 SpineShoulder
-0.676483 0.1884159 1.753352 21 HandTipLeft
-0.6064047 0.1474303 1.744281 22 ThumbLeft
0.5112265 0.0004868486 1.811421 23 HandTipRight
0.4708133 -0.003659169 1.778273 24 ThumbRight
-0.1501741 -0.416448 1.780771 0 SpineBase
-0.1472429 -0.1093309 1.828006 1 SpineMid
-0.1432639 0.1872663 1.860249 2 Neck
-0.291613 0.07577495 1.846896 4 ShoulderLeft
-0.4694072 -0.0367999 1.889163 5 ElbowLeft
-0.6418455 0.03031389 1.818315 6 WristLeft
-0.6963801 0.04185523 1.790578 7 HandLeft
0.03272788 0.04834655 1.835828 8 ShoulderRight
0.2000487 -0.05636288 1.888618 9 ElbowRight
0.3658243 -0.02166897 1.855601 10 WristRight
0.4248447 0.02108513 1.826799 11 HandRight
-0.2205129 -0.4073759 1.750714 12 HipLeft
-0.2243614 -0.7281652 1.728575 13 KneeLeft
-0.2302943 -0.9725583 1.753337 14 AnkleLeft
-0.2010336 -1.0343 1.70125 15 FootLeft
-0.07398363 -0.4096875 1.74209 16 HipRight
-0.06053252 -0.7183264 1.65721 17 KneeRight
-0.03704935 -1.010156 1.67671 18 AnkleRight
-0.1444419 0.1144683 1.854592 20 SpineShoulder
-0.7548535 0.06460528 1.758298 21 HandTipLeft
-0.6959845 0.0529971 1.7515 22 ThumbLeft
0.4894473 0.03160023 1.792538 23 HandTipRight
0.4427175 0.02554142 1.78 24 ThumbRight
-0.147746 -0.415683 1.775397 0 SpineBase
-0.1452082 -0.108431 1.823598 1 SpineMid
-0.1416536 0.188235 1.856824 2 Neck
-0.2904868 0.0738633 1.840412 4 ShoulderLeft
-0.4722029 -0.03066034 1.878892 5 ElbowLeft
-0.6296451 0.003669456 1.814183 6 WristLeft
-0.6966001 0.01839127 1.790917 7 HandLeft
0.03444569 0.05000306 1.829305 8 ShoulderRight
0.2032164 -0.05544296 1.888441 9 ElbowRight
0.3666626 -0.01259616 1.848705 10 WristRight
0.418229 0.03859949 1.818885 11 HandRight
