X              Y         Z      JointType 
-0.1882862 -0.1390431 1.821341 0 SpineBase
-0.1625193 0.1608448 1.791415 1 SpineMid
-0.1363803 0.4489709 1.748491 2 Neck
-0.3033366 0.3229229 1.802944 4 ShoulderLeft
-0.3937587 0.09346797 1.877314 5 ElbowLeft
-0.4643735 -0.09997505 1.854244 6 WristLeft
-0.4808654 -0.1601884 1.867941 7 HandLeft
-0.008870463 0.315562 1.698096 8 ShoulderRight
0.04358388 0.09071926 1.678805 9 ElbowRight
-0.04102064 -0.1110808 1.591044 10 WristRight
-0.06803489 -0.159644 1.601314 11 HandRight
-0.2521112 -0.1344388 1.804637 12 HipLeft
-0.1244829 -0.5297571 1.691013 13 KneeLeft
-0.1595488 -0.9483601 1.905653 14 AnkleLeft
-0.1444092 -0.9545898 1.735352 15 FootLeft
-0.1171441 -0.1383146 1.76813 16 HipRight
-0.1354591 -0.5182782 1.687161 17 KneeRight
-0.0563377 -0.8969309 1.760072 18 AnkleRight
-0.1252441 -0.9487305 1.672852 19 FootRight
-0.1429991 0.3786053 1.761384 20 SpineShoulder
-0.4947638 -0.2163424 1.880375 21 HandTipLeft
-0.5077932 -0.1627688 1.869 22 ThumbLeft
-0.08986889 -0.2253432 1.588701 23 HandTipRight
-0.07912126 -0.1482307 1.549859 24 ThumbRight
-0.1888664 -0.1573551 1.852812 0 SpineBase
-0.1626444 0.1507772 1.818274 1 SpineMid
-0.1361282 0.4454201 1.771555 2 Neck
-0.3028939 0.3213556 1.809322 4 ShoulderLeft
-0.3941164 0.09003041 1.87964 5 ElbowLeft
-0.4715844 -0.1026732 1.869363 6 WristLeft
-0.4952977 -0.1545007 1.895439 7 HandLeft
-0.00391916 0.3190637 1.744921 8 ShoulderRight
0.053907 0.08863046 1.730007 9 ElbowRight
-0.02194446 -0.1139626 1.63918 10 WristRight
-0.0539278 -0.160704 1.653347 11 HandRight
-0.2544031 -0.1528294 1.830378 12 HipLeft
-0.1532857 -0.6031407 1.855433 13 KneeLeft
-0.1679542 -0.9605888 1.95591 14 AnkleLeft
-0.1183306 -0.9607558 1.797154 15 FootLeft
-0.1158007 -0.155849 1.805338 16 HipRight
-0.1331121 -0.5874947 1.811525 17 KneeRight
-0.07099885 -0.9413554 1.876753 18 AnkleRight
-0.1118557 -0.9631751 1.720912 19 FootRight
-0.1428355 0.3735658 1.785322 20 SpineShoulder
-0.5201711 -0.2102142 1.917843 21 HandTipLeft
-0.5285053 -0.1621174 1.91325 22 ThumbLeft
-0.05751449 -0.2306732 1.637098 23 HandTipRight
-0.02420505 -0.1736061 1.600164 24 ThumbRight
-0.1806088 -0.1838989 1.887722 0 SpineBase
-0.1598891 0.1385743 1.850418 1 SpineMid
-0.1375859 0.4454697 1.801894 2 Neck
-0.2992432 0.3216739 1.829091 4 ShoulderLeft
-0.39112 0.08879127 1.884891 5 ElbowLeft
-0.468547 -0.1031636 1.874853 6 WristLeft
-0.4839758 -0.1671563 1.90516 7 HandLeft
0.001050354 0.3235554 1.773711 8 ShoulderRight
0.06287551 0.1008822 1.773358 9 ElbowRight
0.01153534 -0.09296352 1.688445 10 WristRight
-0.01536827 -0.1567003 1.674687 11 HandRight
-0.2469147 -0.1803154 1.861882 12 HipLeft
-0.1493715 -0.6704512 1.941705 13 KneeLeft
-0.1755476 -0.9873427 1.95531 14 AnkleLeft
-0.1693124 -0.9703767 1.790308 15 FootLeft
-0.1074153 -0.1801427 1.84134 16 HipRight
-0.1249654 -0.6161376 1.891423 17 KneeRight
-0.1107586 -0.9788952 1.927014 18 AnkleRight
-0.1158148 -0.9685991 1.762242 19 FootRight
-0.1433007 0.3706577 1.815925 20 SpineShoulder
-0.5048455 -0.230887 1.945426 21 HandTipLeft
-0.5151033 -0.1723594 1.9115 22 ThumbLeft
-0.03024628 -0.2272406 1.667367 23 HandTipRight
0.004943029 -0.1740368 1.647323 24 ThumbRight
-0.1524096 -0.2066505 1.927868 0 SpineBase
-0.142669 0.12898 1.888766 1 SpineMid
-0.1300787 0.4492495 1.836345 2 Neck
-0.2886798 0.3229764 1.856528 4 ShoulderLeft
-0.3713333 0.08817419 1.903661 5 ElbowLeft
