X              Y         Z      JointType 
-0.1758592 -0.381609 1.75983 0 SpineBase
-0.1773197 -0.09770972 1.77612 1 SpineMid
-0.1774449 0.177319 1.778979 2 Neck
-0.3507685 0.08418193 1.816274 4 ShoulderLeft
-0.4659989 -0.1013554 1.891802 5 ElbowLeft
-0.3802927 -0.2687188 1.921172 6 WristLeft
-0.3599316 -0.241806 1.816901 7 HandLeft
-0.01313421 0.07682806 1.760518 8 ShoulderRight
0.1611144 -0.04276494 1.787177 9 ElbowRight
0.09216063 -0.2218141 1.782059 10 WristRight
0.03570543 -0.2138625 1.752803 11 HandRight
-0.2499751 -0.3726912 1.73886 12 HipLeft
-0.234327 -0.6633642 1.721648 13 KneeLeft
-0.2262531 -0.9705068 1.780255 14 AnkleLeft
-0.2388702 -1.021977 1.665027 15 FootLeft
-0.09519301 -0.3764776 1.71599 16 HipRight
-0.08175747 -0.7030643 1.695155 17 KneeRight
-0.06937566 -0.9526433 1.730544 18 AnkleRight
-0.08235601 -0.9999355 1.611949 19 FootRight
-0.1776351 0.1097609 1.780491 20 SpineShoulder
-0.3589308 -0.253377 1.802817 21 HandTipLeft
-0.3541979 -0.2311885 1.795 22 ThumbLeft
-0.1587052 -0.3765565 1.762814 0 SpineBase
-0.1623221 -0.09472042 1.783217 1 SpineMid
-0.1633087 0.1782693 1.790792 2 Neck
-0.3283076 0.08783588 1.825858 4 ShoulderLeft
-0.4500156 -0.09681574 1.893918 5 ElbowLeft
-0.3098693 -0.2168425 1.755537 6 WristLeft
-0.2685513 -0.2109503 1.71176 7 HandLeft
0.009261579 0.07865813 1.777255 8 ShoulderRight
0.1801783 -0.04125255 1.802953 9 ElbowRight
0.09100432 -0.2109718 1.799163 10 WristRight
0.04524975 -0.2228426 1.760882 11 HandRight
-0.2337826 -0.3674826 1.738715 12 HipLeft
-0.2280975 -0.684918 1.708422 13 KneeLeft
-0.2232724 -0.9669117 1.76283 14 AnkleLeft
-0.2342577 -1.019178 1.648231 15 FootLeft
-0.07731482 -0.3717073 1.722515 16 HipRight
-0.06976971 -0.6988376 1.697567 17 KneeRight
-0.06315302 -0.9513826 1.731606 18 AnkleRight
-0.07555149 -0.9978387 1.612506 19 FootRight
-0.1633622 0.111218 1.791018 20 SpineShoulder
-0.2419138 -0.2130216 1.675704 21 HandTipLeft
-0.2287894 -0.1436211 1.671308 22 ThumbLeft
-0.1338722 -0.3891146 1.765391 0 SpineBase
-0.1352406 -0.1029395 1.791679 1 SpineMid
-0.1340366 0.1727827 1.804992 2 Neck
-0.3002839 0.07777726 1.827601 4 ShoulderLeft
-0.4223826 -0.1048818 1.881971 5 ElbowLeft
-0.3143129 -0.2539652 1.820427 6 WristLeft
-0.279652 -0.2800862 1.775389 7 HandLeft
0.03992944 0.06748113 1.795063 8 ShoulderRight
0.2111491 -0.06272767 1.828196 9 ElbowRight
0.1278515 -0.2341856 1.815798 10 WristRight
0.08349866 -0.2385621 1.787507 11 HandRight
-0.2096773 -0.3795946 1.741052 12 HipLeft
-0.2342221 -0.6895067 1.645993 13 KneeLeft
-0.2425077 -0.9164065 1.680784 14 AnkleLeft
-0.2517989 -0.9638517 1.565023 15 FootLeft
-0.05305792 -0.3843025 1.724942 16 HipRight
-0.04456076 -0.6883013 1.698786 17 KneeRight
-0.04439052 -0.9533873 1.737633 18 AnkleRight
-0.05354041 -0.9999545 1.620749 19 FootRight
-0.134728 0.105259 1.803801 20 SpineShoulder
-0.2500129 -0.350833 1.737198 21 HandTipLeft
-0.2565778 -0.2539562 1.714154 22 ThumbLeft
-0.1165433 -0.3966497 1.764503 0 SpineBase
-0.1107129 -0.1106683 1.793226 1 SpineMid
-0.1038073 0.1661575 1.808774 2 Neck
-0.2715722 0.05889143 1.825849 4 ShoulderLeft
-0.408597 -0.1077336 1.876387 5 ElbowLeft
-0.3203931 -0.2733885 1.841109 6 WristLeft
-0.2792635 -0.2833721 1.802328 7 HandLeft
0.0787532 0.05094422 1.810438 8 ShoulderRight
0.2335662 -0.0741774 1.848637 9 ElbowRight
0.146297 -0.2418885 1.83916 10 WristRight
0.1146036 -0.2424571 1.805203 11 HandRight
-0.1926571 -0.3876783 1.738807 12 HipLeft
-0.2558927 -0.6539443 1.61268 13 KneeLeft
-0.2886666 -0.8881289 1.639144 14 AnkleLeft
-0.2991628 -0.9298406 1.520375 15 FootLeft
-0.03598373 -0.3909974 1.725055 16 HipRight
-0.02444645 -0.666584 1.697273 17 KneeRight
-0.0306676 -0.9443874 1.74103 18 AnkleRight
-0.0364427 -0.9921039 1.625 19 FootRight
-0.1056632 0.09816445 1.807105 20 SpineShoulder
-0.2501951 -0.3668848 1.77656 21 HandTipLeft
-0.2629543 -0.2662226 1.749625 22 ThumbLeft
-0.1099551 -0.3929001 1.763337 0 SpineBase
-0.1013034 -0.106616 1.79408 1 SpineMid
-0.09101462 0.1712803 1.812016 2 Neck
-0.2602223 0.06693399 1.823963 4 ShoulderLeft
