X              Y         Z      JointType 
-0.1022344 -0.3962752 1.632132 0 SpineBase
-0.0886182 -0.0996456 1.659696 1 SpineMid
-0.07483298 0.1887747 1.675657 2 Neck
-0.2417417 0.06721295 1.721051 4 ShoulderLeft
-0.3253207 -0.07829501 1.781955 5 ElbowLeft
-0.2370353 -0.104526 1.598276 6 WristLeft
-0.1957394 -0.1215058 1.514449 7 HandLeft
0.07796211 0.05750175 1.620811 8 ShoulderRight
0.1359375 -0.09285961 1.581096 9 ElbowRight
-0.04884724 -0.1225945 1.503565 10 WristRight
-0.1078748 -0.1282943 1.484417 11 HandRight
-0.1736313 -0.3873723 1.627063 12 HipLeft
-0.1713374 -0.7052727 1.646632 13 KneeLeft
-0.1266813 -0.9436429 1.679348 14 AnkleLeft
-0.1388247 -0.9836046 1.58604 15 FootLeft
-0.02743503 -0.3923403 1.584287 16 HipRight
-0.03419179 -0.6663655 1.481478 17 KneeRight
-0.002006918 -0.898383 1.536666 18 AnkleRight
-0.07831624 0.1177836 1.67352 20 SpineShoulder
-0.1535123 -0.1294279 1.457777 21 HandTipLeft
-0.2064286 -0.09340902 1.5098 22 ThumbLeft
-0.1585118 -0.1402465 1.462637 23 HandTipRight
-0.1043588 -0.1029904 1.465805 24 ThumbRight
-0.09015578 -0.4248498 1.669903 0 SpineBase
-0.08049463 -0.1170356 1.698603 1 SpineMid
-0.06996866 0.1809887 1.717398 2 Neck
-0.2414642 0.06089121 1.744285 4 ShoulderLeft
-0.3191861 -0.09219275 1.785455 5 ElbowLeft
-0.2204575 -0.113515 1.605093 6 WristLeft
-0.1643876 -0.1220063 1.557763 7 HandLeft
0.08629012 0.05552582 1.679781 8 ShoulderRight
0.1531014 -0.1014886 1.653594 9 ElbowRight
-0.02026452 -0.1222922 1.546569 10 WristRight
-0.09622273 -0.1390315 1.505534 11 HandRight
-0.1412952 -0.4182041 1.661775 12 HipLeft
-0.1569553 -0.7036819 1.654164 13 KneeLeft
-0.1296444 -0.9269476 1.683115 14 AnkleLeft
-0.1383447 -0.9713836 1.576993 15 FootLeft
-0.03547134 -0.4194235 1.626727 16 HipRight
-0.01677701 -0.6739467 1.610095 17 KneeRight
-0.005885386 -0.9162784 1.659207 18 AnkleRight
-0.02478409 -0.7967778 1.59301 19 FootRight
-0.07267373 0.1076621 1.714364 20 SpineShoulder
-0.1396078 -0.1302272 1.511862 21 HandTipLeft
-0.1411574 -0.08255565 1.581391 22 ThumbLeft
-0.1250594 -0.1357473 1.477274 23 HandTipRight
-0.07715812 -0.1121574 1.484296 24 ThumbRight
-0.09015578 -0.4248498 1.669903 0 SpineBase
-0.08049463 -0.1170356 1.698603 1 SpineMid
-0.06996866 0.1809887 1.717398 2 Neck
-0.2414642 0.06089121 1.744285 4 ShoulderLeft
-0.3191861 -0.09219275 1.785455 5 ElbowLeft
-0.2204575 -0.113515 1.605093 6 WristLeft
-0.1643876 -0.1220063 1.557763 7 HandLeft
0.08629012 0.05552582 1.679781 8 ShoulderRight
0.1531014 -0.1014886 1.653594 9 ElbowRight
-0.02026452 -0.1222922 1.546569 10 WristRight
-0.09622273 -0.1390315 1.505534 11 HandRight
-0.1412952 -0.4182041 1.661775 12 HipLeft
-0.1569553 -0.7036819 1.654164 13 KneeLeft
-0.1296444 -0.9269476 1.683115 14 AnkleLeft
-0.1383447 -0.9713836 1.576993 15 FootLeft
-0.03547134 -0.4194235 1.626727 16 HipRight
-0.01677701 -0.6739467 1.610095 17 KneeRight
-0.005885386 -0.9162784 1.659207 18 AnkleRight
-0.02478409 -0.7967778 1.59301 19 FootRight
-0.07267373 0.1076621 1.714364 20 SpineShoulder
-0.1396078 -0.1302272 1.511862 21 HandTipLeft
-0.1411574 -0.08255565 1.581391 22 ThumbLeft
-0.1250594 -0.1357473 1.477274 23 HandTipRight
-0.07715812 -0.1121574 1.484296 24 ThumbRight
-0.06969976 -0.4292883 1.725341 0 SpineBase
-0.0543238 -0.1225565 1.746995 1 SpineMid
-0.03766173 0.1753477 1.757962 2 Neck
-0.2090649 0.04838537 1.78288 4 ShoulderLeft
-0.2712339 -0.1116935 1.80255 5 ElbowLeft
-0.1604785 -0.1219651 1.626576 6 WristLeft
-0.04685489 -0.1437498 1.538754 7 HandLeft
0.1232891 0.05128491 1.728826 8 ShoulderRight
0.1843434 -0.1142721 1.708849 9 ElbowRight
0.008664669 -0.125703 1.601348 10 WristRight
-0.03147276 -0.138416 1.545921 11 HandRight
-0.1230542 -0.4225186 1.713786 12 HipLeft
-0.1464828 -0.7039551 1.661594 13 KneeLeft
-0.1274809 -0.9692764 1.682934 14 AnkleLeft
-0.01392483 -0.421726 1.679107 16 HipRight
0.01467743 -0.6741829 1.685882 17 KneeRight
0.009886424 -0.947701 1.727889 18 AnkleRight
-0.007467253 -0.9902415 1.621065 19 FootRight
-0.04202594 0.1020736 1.757143 20 SpineShoulder
-0.02629644 -0.1466226 1.524476 21 HandTipLeft
-0.06037339 -0.1375755 1.50025 22 ThumbLeft
-0.06258502 -0.1393743 1.512359 23 HandTipRight
-0.02958748 -0.1561378 1.512375 24 ThumbRight
-0.06969976 -0.4292883 1.725341 0 SpineBase
-0.0543238 -0.1225565 1.746995 1 SpineMid
-0.03766173 0.1753477 1.757962 2 Neck
-0.2090649 0.04838537 1.78288 4 ShoulderLeft
-0.2712339 -0.1116935 1.80255 5 ElbowLeft
-0.1604785 -0.1219651 1.626576 6 WristLeft
-0.04685489 -0.1437498 1.538754 7 HandLeft
0.1232891 0.05128491 1.728826 8 ShoulderRight
0.1843434 -0.1142721 1.708849 9 ElbowRight
0.008664669 -0.125703 1.601348 10 WristRight
-0.03147276 -0.138416 1.545921 11 HandRight
-0.1230542 -0.4225186 1.713786 12 HipLeft
-0.1464828 -0.7039551 1.661594 13 KneeLeft
