X              Y         Z      JointType 
-0.0511032 -0.3871012 1.625589 0 SpineBase
-0.03019002 -0.09175827 1.636776 1 SpineMid
-0.009799496 0.1933051 1.633365 2 Neck
-0.1913773 0.07731845 1.669928 4 ShoulderLeft
-0.3074408 -0.122105 1.703745 5 ElbowLeft
-0.4298995 -0.2582365 1.63154 6 WristLeft
-0.4894288 -0.3149938 1.591802 7 HandLeft
0.1422402 0.06289941 1.606597 8 ShoulderRight
0.2081606 -0.1460863 1.598474 9 ElbowRight
0.2659624 -0.3209379 1.513559 10 WristRight
0.2907329 -0.395963 1.471993 11 HandRight
-0.1266663 -0.3756781 1.601382 12 HipLeft
-0.07563379 -0.6176133 1.544284 13 KneeLeft
0.02395461 -0.9066688 1.290915 14 AnkleLeft
0.02661412 -0.3826043 1.582925 16 HipRight
-0.01241506 -0.6599599 1.46055 17 KneeRight
0.01850697 -1.002746 1.506263 18 AnkleRight
-0.01482965 0.1234572 1.636551 20 SpineShoulder
-0.5219248 -0.3623759 1.556049 21 HandTipLeft
-0.4749391 -0.2950296 1.553132 22 ThumbLeft
0.3109599 -0.4522519 1.451273 23 HandTipRight
0.3002015 -0.3912235 1.430895 24 ThumbRight
-0.0419335 -0.407355 1.652827 0 SpineBase
-0.02364499 -0.1029322 1.667486 1 SpineMid
-0.005604113 0.1907238 1.668015 2 Neck
-0.1784042 0.07024226 1.678346 4 ShoulderLeft
-0.284472 -0.1345442 1.703508 5 ElbowLeft
-0.3701338 -0.2766797 1.597981 6 WristLeft
-0.4068584 -0.3416587 1.5517 7 HandLeft
0.1557885 0.05757055 1.661423 8 ShoulderRight
0.2121238 -0.1575937 1.675732 9 ElbowRight
0.2763303 -0.3354416 1.611198 10 WristRight
0.3124676 -0.4128127 1.579947 11 HandRight
-0.1187669 -0.3956143 1.625285 12 HipLeft
-0.1113335 -0.7003748 1.621323 13 KneeLeft
-0.10628 -1.060943 1.682096 14 AnkleLeft
0.03662858 -0.4025244 1.612705 16 HipRight
0.03443402 -0.703406 1.60264 17 KneeRight
