X              Y         Z      JointType 
-0.2285887 -0.189124 1.884039 0 SpineBase
-0.234474 0.1377212 1.866065 1 SpineMid
-0.238624 0.4510618 1.834265 2 Neck
-0.3660547 0.3248937 1.808581 4 ShoulderLeft
-0.4604505 0.1153905 1.814001 5 ElbowLeft
-0.4946576 -0.06065104 1.720226 6 WristLeft
-0.4931188 -0.1320346 1.685308 7 HandLeft
-0.05187225 0.3221627 1.861282 8 ShoulderRight
-0.01180511 0.1079244 1.905468 9 ElbowRight
-0.2959446 -0.1844359 1.834017 12 HipLeft
-0.3188623 -0.5604832 1.892507 13 KneeLeft
-0.3131458 -0.9750745 1.876696 14 AnkleLeft
-0.2894981 -1.009207 1.739088 15 FootLeft
-0.1521124 -0.1862387 1.858857 16 HipRight
-0.1203342 -0.5721691 1.895523 17 KneeRight
-0.1013751 -0.9943731 1.877097 18 AnkleRight
-0.05023583 -1.034852 1.778682 19 FootRight
-0.2379052 0.3745631 1.844413 20 SpineShoulder
-0.4962753 -0.19444 1.668139 21 HandTipLeft
-0.4852662 -0.1313552 1.642001 22 ThumbLeft
-0.2140109 -0.1899312 1.888555 0 SpineBase
-0.2204638 0.1359297 1.875483 1 SpineMid
-0.2243283 0.4482412 1.849925 2 Neck
-0.355763 0.3236248 1.818531 4 ShoulderLeft
-0.4298605 0.1084386 1.828866 5 ElbowLeft
-0.4539466 -0.07429998 1.745168 6 WristLeft
-0.4565806 -0.1450662 1.71145 7 HandLeft
-0.04206796 0.3214908 1.865392 8 ShoulderRight
-5.02105E-05 0.1054449 1.900402 9 ElbowRight
-0.2822326 -0.1844289 1.839168 12 HipLeft
-0.3168858 -0.5602322 1.89149 13 KneeLeft
-0.3131945 -0.9743903 1.877011 14 AnkleLeft
-0.291721 -1.007945 1.739302 15 FootLeft
-0.1371833 -0.1878723 1.862613 16 HipRight
-0.1108553 -0.5874873 1.908686 17 KneeRight
-0.09615483 -0.9849452 1.879174 18 AnkleRight
-0.0495264 -1.031519 1.783717 19 FootRight
-0.2236658 0.3720013 1.858467 20 SpineShoulder
-0.4581248 -0.2076917 1.700626 21 HandTipLeft
-0.4499111 -0.1380684 1.67072 22 ThumbLeft
-0.1883584 -0.1910692 1.900221 0 SpineBase
-0.1968984 0.1340112 1.887825 1 SpineMid
-0.2035891 0.4460284 1.861465 2 Neck
-0.331341 0.3150379 1.833331 4 ShoulderLeft
-0.3786466 0.08084219 1.849742 5 ElbowLeft
-0.387131 -0.1072945 1.785049 6 WristLeft
-0.3657675 -0.1629363 1.779414 7 HandLeft
-0.01838274 0.3233319 1.868999 8 ShoulderRight
0.0444767 0.1180242 1.89792 9 ElbowRight
-0.2564125 -0.1841263 1.856965 12 HipLeft
-0.2844948 -0.5547568 1.856327 13 KneeLeft
-0.3137174 -0.9776413 1.877792 14 AnkleLeft
-0.300798 -1.017512 1.7438 15 FootLeft
-0.1126232 -0.190371 1.868441 16 HipRight
-0.1030044 -0.5804213 1.921029 17 KneeRight
-0.08844429 -0.9783621 1.871692 18 AnkleRight
-0.04421709 -1.028764 1.780359 19 FootRight
-0.2022054 0.369828 1.870369 20 SpineShoulder
-0.373914 -0.2306224 1.763079 21 HandTipLeft
-0.3210281 -0.1425772 1.768024 22 ThumbLeft
-0.1884592 -0.1919479 1.900564 0 SpineBase
-0.1967659 0.1333638 1.888892 1 SpineMid
-0.2030707 0.4456556 1.863825 2 Neck
-0.3307047 0.3141596 1.833938 4 ShoulderLeft
-0.3795167 0.07955622 1.852829 5 ElbowLeft
-0.3864352 -0.1079537 1.786293 6 WristLeft
-0.3673838 -0.1602338 1.784105 7 HandLeft
-0.01821152 0.3227765 1.87041 8 ShoulderRight
0.04458182 0.1174542 1.898845 9 ElbowRight
-0.2564883 -0.1856303 1.857357 12 HipLeft
-0.2890832 -0.5736611 1.907198 13 KneeLeft
-0.3070611 -0.9939035 1.890174 14 AnkleLeft
-0.2923208 -1.026526 1.752952 15 FootLeft
-0.1127456 -0.1907815 1.868685 16 HipRight
-0.1038453 -0.5819058 1.922806 17 KneeRight
-0.0882742 -0.9767136 1.872886 18 AnkleRight
-0.04382898 -1.026929 1.78174 19 FootRight
-0.2018034 0.3693603 1.87235 20 SpineShoulder
-0.3767436 -0.2251676 1.765334 21 HandTipLeft
-0.3192481 -0.1382975 1.764938 22 ThumbLeft
-0.1898643 -0.1925045 1.900316 0 SpineBase
-0.1974715 0.1330267 1.889677 1 SpineMid
-0.2034276 0.4453494 1.866402 2 Neck
-0.3308139 0.313973 1.834208 4 ShoulderLeft
-0.3853478 0.082582 1.857435 5 ElbowLeft
-0.3959723 -0.103636 1.787795 6 WristLeft
-0.3694412 -0.1624769 1.783855 7 HandLeft
-0.0187882 0.3225203 1.872011 8 ShoulderRight
0.04198298 0.1151987 1.901577 9 ElbowRight
-0.2580966 -0.1865386 1.856947 12 HipLeft
-0.2926192 -0.5732992 1.911389 13 KneeLeft
-0.3039021 -0.9935732 1.896839 14 AnkleLeft
-0.2879145 -1.026337 1.759959 15 FootLeft
-0.1140026 -0.1910219 1.868518 16 HipRight
