X              Y         Z      JointType 
-0.1493564 -0.211739 2.021438 0 SpineBase
-0.1540525 0.1280964 1.982521 1 SpineMid
-0.1573117 0.4549044 1.928613 2 Neck
-0.3049182 0.3215227 1.911022 4 ShoulderLeft
-0.3785915 0.07621645 1.914876 5 ElbowLeft
-0.4155319 -0.1456673 1.848955 6 WristLeft
-0.4203261 -0.1789383 1.849767 7 HandLeft
0.006617814 0.3503512 1.949693 8 ShoulderRight
0.0694911 0.06211234 1.951728 9 ElbowRight
-0.2178824 -0.2142407 1.977365 12 HipLeft
-0.2445685 -0.5457896 1.955546 13 KneeLeft
-0.2361385 -0.9713993 1.928879 14 AnkleLeft
-0.2193418 -0.9683902 1.765219 15 FootLeft
-0.07500459 -0.2009843 1.986724 16 HipRight
-0.05867441 -0.5753974 1.953726 17 KneeRight
-0.0801608 -0.9778376 1.941756 18 AnkleRight
-0.05575066 -0.9671357 1.77873 19 FootRight
-0.1567273 0.3750612 1.944562 20 SpineShoulder
-0.4276149 -0.2268246 1.852309 21 HandTipLeft
-0.4105085 -0.1685151 1.806104 22 ThumbLeft
-0.1414008 -0.2083497 1.979165 0 SpineBase
-0.1514756 0.1290291 1.971642 1 SpineMid
-0.1571863 0.4548634 1.928439 2 Neck
-0.3049337 0.3216212 1.911192 4 ShoulderLeft
-0.3780504 0.07548518 1.91518 5 ElbowLeft
-0.4084252 -0.1294556 1.853065 6 WristLeft
-0.4022617 -0.1724666 1.852233 7 HandLeft
0.009962602 0.4303028 2.03562 8 ShoulderRight
0.0557711 0.1451541 1.96637 9 ElbowRight
-0.2026909 -0.2254698 1.934355 12 HipLeft
-0.2455433 -0.6864674 1.973866 13 KneeLeft
-0.2240473 -0.9901006 1.906039 14 AnkleLeft
-0.2365708 -0.9696223 1.74271 15 FootLeft
-0.07379623 -0.1820423 1.940386 16 HipRight
-0.05880522 -0.5773224 1.953767 17 KneeRight
-0.07684553 -0.9860389 1.937749 18 AnkleRight
-0.05432916 -0.9711512 1.774781 19 FootRight
-0.1563019 0.3750881 1.943618 20 SpineShoulder
-0.405265 -0.2334516 1.863032 21 HandTipLeft
-0.393141 -0.1742724 1.809842 22 ThumbLeft
-0.1414008 -0.2083497 1.979165 0 SpineBase
-0.1514756 0.1290291 1.971642 1 SpineMid
-0.1571863 0.4548634 1.928439 2 Neck
-0.3049337 0.3216212 1.911192 4 ShoulderLeft
-0.3780504 0.07548518 1.91518 5 ElbowLeft
-0.4084252 -0.1294556 1.853065 6 WristLeft
-0.4022617 -0.1724666 1.852233 7 HandLeft
0.009962602 0.4303028 2.03562 8 ShoulderRight
0.0557711 0.1451541 1.96637 9 ElbowRight
-0.2026909 -0.2254698 1.934355 12 HipLeft
-0.2455433 -0.6864674 1.973866 13 KneeLeft
-0.2240473 -0.9901006 1.906039 14 AnkleLeft
-0.2365708 -0.9696223 1.74271 15 FootLeft
-0.07379623 -0.1820423 1.940386 16 HipRight
-0.05880522 -0.5773224 1.953767 17 KneeRight
-0.07684553 -0.9860389 1.937749 18 AnkleRight
-0.05432916 -0.9711512 1.774781 19 FootRight
-0.1563019 0.3750881 1.943618 20 SpineShoulder
-0.405265 -0.2334516 1.863032 21 HandTipLeft
-0.393141 -0.1742724 1.809842 22 ThumbLeft
-0.1491521 -0.161897 1.961396 0 SpineBase
-0.1527917 0.1482106 1.954977 1 SpineMid
-0.1562743 0.4552743 1.926471 2 Neck
-0.3034143 0.32233 1.908721 4 ShoulderLeft
-0.3634875 0.08011748 1.916509 5 ElbowLeft
-0.3649405 -0.1459265 1.844005 6 WristLeft
-0.3498411 -0.1516888 1.848758 7 HandLeft
0.009987476 0.4267466 2.031238 8 ShoulderRight
0.05779638 0.117548 1.94206 9 ElbowRight
-0.2153118 -0.1798636 1.920274 12 HipLeft
-0.2365522 -0.64894 1.971123 13 KneeLeft
-0.2246339 -0.9716796 1.938391 14 AnkleLeft
-0.2233899 -0.9669878 1.773183 15 FootLeft
-0.0773432 -0.1389708 1.926997 16 HipRight
-0.06155308 -0.654838 1.955857 17 KneeRight
-0.05694521 -0.9805009 1.926174 18 AnkleRight
-0.06219831 -0.9747109 1.760956 19 FootRight
-0.155509 0.3786235 1.938294 20 SpineShoulder
-0.3467276 -0.2239493 1.844423 21 HandTipLeft
-0.3537636 -0.1591462 1.806647 22 ThumbLeft
-0.1490764 -0.1617351 1.960592 0 SpineBase
-0.1528805 0.1491221 1.953607 1 SpineMid
-0.1562732 0.4552302 1.926193 2 Neck
-0.3030357 0.3226147 1.908651 4 ShoulderLeft
-0.3618773 0.07993591 1.916644 5 ElbowLeft
-0.3625017 -0.1474774 1.841094 6 WristLeft
-0.3547433 -0.1540619 1.841819 7 HandLeft
0.009457231 0.4263575 2.029825 8 ShoulderRight
0.05833385 0.1143283 1.940667 9 ElbowRight
-0.2153811 -0.1798532 1.919654 12 HipLeft
-0.2362317 -0.6487619 1.969988 13 KneeLeft
-0.2246676 -0.9712344 1.938623 14 AnkleLeft
-0.2234687 -0.9671179 1.773326 15 FootLeft
-0.07698908 -0.1383253 1.926183 16 HipRight
-0.0626305 -0.6546161 1.955653 17 KneeRight
-0.05579985 -0.981334 1.924746 18 AnkleRight
-0.06176911 -0.9751154 1.759403 19 FootRight
-0.1555838 0.3789534 1.937554 20 SpineShoulder
-0.3494236 -0.2276681 1.844946 21 HandTipLeft
-0.3402951 -0.171762 1.803154 22 ThumbLeft
-0.1487502 -0.1614616 1.959759 0 SpineBase
-0.1522625 0.1504979 1.952673 1 SpineMid
-0.155489 0.4557708 1.926798 2 Neck
-0.3019232 0.3232148 1.908926 4 ShoulderLeft
-0.3612121 0.08151527 1.916156 5 ElbowLeft
-0.3681466 -0.1476272 1.839733 6 WristLeft
-0.3765196 -0.1550566 1.844542 7 HandLeft
0.008520955 0.4235702 2.026126 8 ShoulderRight
