X              Y         Z      JointType 
-0.1621555 -0.143387 1.797737 0 SpineBase
-0.1517388 0.151964 1.734344 1 SpineMid
-0.1403545 0.4359571 1.658 2 Neck
-0.2740358 0.3275858 1.711592 4 ShoulderLeft
-0.3767296 0.1133919 1.826206 5 ElbowLeft
-0.462586 -0.0768366 1.778825 6 WristLeft
-0.4797048 -0.1246851 1.776188 7 HandLeft
0.006708381 0.3136877 1.613539 8 ShoulderRight
0.08228756 0.09226181 1.620816 9 ElbowRight
-0.2233008 -0.1372073 1.776512 12 HipLeft
-0.2287602 -0.4002553 1.787033 13 KneeLeft
-0.1862584 -0.7638263 1.863379 14 AnkleLeft
-0.2041206 -0.8020238 1.772751 15 FootLeft
-0.09469296 -0.1440442 1.749663 16 HipRight
-0.07988582 -0.4099592 1.600477 17 KneeRight
-0.01540061 -0.7789856 1.63114 18 AnkleRight
-0.03378005 -0.8107523 1.536749 19 FootRight
-0.143364 0.3666365 1.67923 20 SpineShoulder
-0.4857185 -0.1707625 1.773745 21 HandTipLeft
-0.455856 -0.1230573 1.750176 22 ThumbLeft
-0.1632303 -0.147781 1.790448 0 SpineBase
-0.1510468 0.1511123 1.739018 1 SpineMid
-0.1359895 0.4360076 1.679382 2 Neck
-0.2881456 0.3304075 1.735082 4 ShoulderLeft
-0.379631 0.1060271 1.819839 5 ElbowLeft
-0.4652944 -0.0849264 1.796247 6 WristLeft
-0.4819045 -0.1467259 1.813119 7 HandLeft
0.00504848 0.3172316 1.666877 8 ShoulderRight
0.0839091 0.1040868 1.698138 9 ElbowRight
0.05515295 -0.08955611 1.608935 10 WristRight
0.03618269 -0.1504915 1.59874 11 HandRight
-0.2255847 -0.1418314 1.768954 12 HipLeft
-0.2131428 -0.5475968 1.848302 13 KneeLeft
-0.1692534 -0.948189 1.906932 14 AnkleLeft
-0.2599118 -0.9908295 1.93096 15 FootLeft
-0.09438642 -0.1483823 1.742728 16 HipRight
-0.0929392 -0.5701741 1.745487 17 KneeRight
0.004380981 -0.9255199 1.79936 18 AnkleRight
-0.08003037 -0.9552763 1.719571 19 FootRight
-0.1403924 0.366175 1.694436 20 SpineShoulder
-0.4956177 -0.2119349 1.837555 21 HandTipLeft
-0.4662806 -0.178968 1.807375 22 ThumbLeft
0.01881296 -0.2164941 1.588519 23 HandTipRight
0.06659203 -0.155623 1.606636 24 ThumbRight
-0.1523827 -0.158985 1.811505 0 SpineBase
-0.1441091 0.1428545 1.769704 1 SpineMid
-0.1334694 0.4328243 1.718119 2 Neck
-0.2908476 0.3245719 1.750025 4 ShoulderLeft
-0.3770124 0.09953195 1.814257 5 ElbowLeft
-0.4640894 -0.08880044 1.796472 6 WristLeft
-0.4720125 -0.1537384 1.812022 7 HandLeft
0.01166919 0.3186052 1.709042 8 ShoulderRight
0.08524942 0.1032639 1.745479 9 ElbowRight
0.06852484 -0.08876552 1.654501 10 WristRight
0.05043574 -0.155631 1.646452 11 HandRight
-0.2182363 -0.1534289 1.782312 12 HipLeft
-0.196007 -0.5929889 1.877696 13 KneeLeft
-0.1677828 -0.9451152 1.915872 14 AnkleLeft
-0.2059317 -0.996969 1.834591 15 FootLeft
-0.08023781 -0.1579725 1.772366 16 HipRight
-0.0855675 -0.6082981 1.810282 17 KneeRight
-0.0276171 -0.9561938 1.906433 18 AnkleRight
-0.06551234 -0.9592172 1.756982 19 FootRight
-0.136396 0.3618862 1.733305 20 SpineShoulder
-0.4858421 -0.2224749 1.846608 21 HandTipLeft
-0.4513357 -0.1730322 1.806546 22 ThumbLeft
0.03783956 -0.2247543 1.634489 23 HandTipRight
0.06477944 -0.1631977 1.615568 24 ThumbRight
-0.1216964 -0.1586863 1.851066 0 SpineBase
-0.1233889 0.1424952 1.811807 1 SpineMid
-0.1235863 0.4322324 1.75993 2 Neck
-0.2747025 0.3221243 1.775845 4 ShoulderLeft
-0.3535924 0.1003298 1.81115 5 ElbowLeft
-0.3910365 -0.09577159 1.745295 6 WristLeft
-0.3814985 -0.13578 1.732548 7 HandLeft
0.02500015 0.3339213 1.765267 8 ShoulderRight
0.09277467 0.1056943 1.808361 9 ElbowRight
0.08914503 -0.09546091 1.746235 10 WristRight
0.07789847 -0.1527272 1.748672 11 HandRight
-0.1894076 -0.1583519 1.816844 12 HipLeft
-0.1856397 -0.6141012 1.902238 13 KneeLeft
-0.1564736 -0.9477788 1.930487 14 AnkleLeft
-0.2427714 -0.9974527 1.856566 15 FootLeft
-0.04929889 -0.1529417 1.816119 16 HipRight
-0.03507683 -0.6294563 1.899362 17 KneeRight
-0.0152674 -0.9576792 1.913281 18 AnkleRight
-0.03225397 -0.9710841 1.751865 19 FootRight
-0.1237546 0.3614121 1.775028 20 SpineShoulder
-0.3837226 -0.2117276 1.729758 21 HandTipLeft
-0.3891275 -0.1637911 1.697222 22 ThumbLeft
0.0742093 -0.227887 1.743573 23 HandTipRight
0.0919388 -0.1673134 1.712824 24 ThumbRight
-0.1082503 -0.1557133 1.867585 0 SpineBase
-0.1098583 0.143549 1.831476 1 SpineMid
-0.1105553 0.4314531 1.782706 2 Neck
-0.2593124 0.3213229 1.79502 4 ShoulderLeft
-0.3290309 0.09770389 1.811583 5 ElbowLeft
-0.3282785 -0.08661418 1.707818 6 WristLeft
-0.3214001 -0.1245262 1.703046 7 HandLeft
0.03989116 0.3359972 1.792064 8 ShoulderRight
0.1056852 0.1050816 1.828463 9 ElbowRight
0.1060275 -0.09787454 1.777814 10 WristRight
0.09155501 -0.1505152 1.787688 11 HandRight
-0.1751208 -0.1518403 1.831436 12 HipLeft
-0.1822682 -0.6121163 1.910838 13 KneeLeft
-0.2106308 -0.9288595 1.923215 14 AnkleLeft
-0.1639245 -0.9746003 1.800042 15 FootLeft
-0.03723127 -0.1537318 1.834181 16 HipRight
-0.01911084 -0.626538 1.918906 17 KneeRight
-0.0002038522 -0.9612175 1.922802 18 AnkleRight
-0.02594184 -0.9700175 1.75927 19 FootRight
-0.110529 0.3610844 1.797044 20 SpineShoulder
-0.3168188 -0.1943042 1.68137 21 HandTipLeft
-0.356409 -0.1121697 1.709 22 ThumbLeft
0.09978198 -0.2347267 1.786817 23 HandTipRight
0.1301407 -0.1412809 1.778455 24 ThumbRight
-0.1003244 -0.1540587 1.876452 0 SpineBase
-0.1003359 0.1462887 1.842926 1 SpineMid
-0.09946769 0.4355206 1.796862 2 Neck
-0.2505096 0.3213463 1.805882 4 ShoulderLeft
-0.3074962 0.09900055 1.813789 5 ElbowLeft
-0.3100552 -0.0840409 1.708446 6 WristLeft
-0.2879238 -0.120714 1.703901 7 HandLeft
0.04397571 0.3378842 1.798415 8 ShoulderRight
0.1162957 0.1039229 1.838141 9 ElbowRight
0.1176137 -0.09865737 1.787725 10 WristRight
0.1087996 -0.1505222 1.801517 11 HandRight
-0.1668193 -0.1503685 1.840013 12 HipLeft
-0.1826309 -0.6108832 1.912053 13 KneeLeft
-0.2128779 -0.9259246 1.923242 14 AnkleLeft
-0.1637636 -0.9749991 1.803677 15 FootLeft
-0.03010154 -0.152012 1.843064 16 HipRight
-0.01208472 -0.6262849 1.922544 17 KneeRight
0.001244047 -0.9622096 1.922874 18 AnkleRight
-0.01998558 -0.9686779 1.756743 19 FootRight
-0.09982115 0.3647977 1.810514 20 SpineShoulder
-0.2793937 -0.1880268 1.67172 21 HandTipLeft
-0.3236343 -0.09299468 1.693885 22 ThumbLeft
0.1174103 -0.2337311 1.80636 23 HandTipRight
0.1464796 -0.1434301 1.786152 24 ThumbRight
-0.0892614 -0.155059 1.886559 0 SpineBase
-0.09032029 0.1460774 1.854448 1 SpineMid
-0.09062281 0.4360276 1.809607 2 Neck
-0.2379783 0.3206031 1.821228 4 ShoulderLeft
-0.2867773 0.08791086 1.818694 5 ElbowLeft
-0.272463 -0.09479229 1.714028 6 WristLeft
-0.2471133 -0.1276939 1.734163 7 HandLeft
0.0560683 0.335344 1.81212 8 ShoulderRight
0.1359564 0.1045612 1.853472 9 ElbowRight
0.1454841 -0.09715264 1.801237 10 WristRight
0.1413083 -0.1606584 1.810459 11 HandRight
-0.155587 -0.1508842 1.850255 12 HipLeft
-0.1879242 -0.6071951 1.917974 13 KneeLeft
-0.2171532 -0.9178137 1.925016 14 AnkleLeft
-0.1400427 -0.9698889 1.797505 15 FootLeft
-0.01959023 -0.1534817 1.853007 16 HipRight
-0.004076964 -0.6218485 1.927922 17 KneeRight
0.007645712 -0.963363 1.922626 18 AnkleRight
-0.0178476 -0.9680926 1.757134 19 FootRight
-0.09066718 0.3651297 1.82297 20 SpineShoulder
-0.2416635 -0.1957401 1.695758 21 HandTipLeft
-0.2095524 -0.1514981 1.771866 22 ThumbLeft
0.1385725 -0.2223125 1.811372 23 HandTipRight
0.1509693 -0.1516318 1.77125 24 ThumbRight
-0.08465043 -0.1551476 1.889575 0 SpineBase
-0.08583245 0.1466762 1.860254 1 SpineMid
-0.08628375 0.4375468 1.819395 2 Neck
-0.2335473 0.320031 1.826455 4 ShoulderLeft
-0.2791879 0.08300494 1.822257 5 ElbowLeft
-0.2661276 -0.1018436 1.721522 6 WristLeft
-0.2539444 -0.1307671 1.734276 7 HandLeft
0.06089022 0.3391217 1.822032 8 ShoulderRight
0.1425817 0.1066828 1.859775 9 ElbowRight
0.157568 -0.09428637 1.80538 10 WristRight
0.1566228 -0.1582564 1.813679 11 HandRight
-0.1506471 -0.1512019 1.85385 12 HipLeft
-0.1879758 -0.6074846 1.918021 13 KneeLeft
-0.2162194 -0.9187338 1.924753 14 AnkleLeft
-0.1351022 -0.9683103 1.800281 15 FootLeft
-0.01548065 -0.1533699 1.855407 16 HipRight
-0.002650602 -0.6223527 1.930698 17 KneeRight
0.01095406 -0.9630482 1.922538 18 AnkleRight
-0.01747897 -0.9679607 1.758742 19 FootRight
-0.08626563 0.3663899 1.831644 20 SpineShoulder
-0.2378374 -0.2018065 1.71629 21 HandTipLeft
-0.2840285 -0.1369019 1.736105 22 ThumbLeft
0.1516448 -0.2217598 1.820373 23 HandTipRight
0.1859443 -0.1590382 1.819176 24 ThumbRight
-0.08135047 -0.1552083 1.892845 0 SpineBase
-0.08225569 0.1466911 1.866949 1 SpineMid
-0.08265068 0.4375451 1.829535 2 Neck
-0.2290372 0.319874 1.83408 4 ShoulderLeft
-0.2736758 0.0773144 1.830626 5 ElbowLeft
-0.2651981 -0.1186444 1.754986 6 WristLeft
-0.2652576 -0.1389507 1.771186 7 HandLeft
0.06348491 0.3416065 1.830033 8 ShoulderRight
0.1488903 0.1065669 1.866301 9 ElbowRight
0.1699443 -0.09408494 1.810822 10 WristRight
0.1681159 -0.1587622 1.816223 11 HandRight
-0.1471317 -0.1509893 1.857404 12 HipLeft
-0.1809007 -0.6125173 1.916717 13 KneeLeft
-0.1602101 -0.9513426 1.931706 14 AnkleLeft
-0.1148071 -0.9731445 1.785156 15 FootLeft
-0.01253456 -0.1536832 1.858295 16 HipRight
-0.001972634 -0.622256 1.932549 17 KneeRight
0.00974157 -0.9605276 1.921066 18 AnkleRight
-0.02041292 -0.9687517 1.757037 19 FootRight
-0.08263424 0.3664031 1.840968 20 SpineShoulder
-0.2590643 -0.2159466 1.757941 21 HandTipLeft
-0.2828875 -0.09820431 1.734763 22 ThumbLeft
0.1631187 -0.2268957 1.828708 23 HandTipRight
0.1957139 -0.1573205 1.818332 24 ThumbRight
-0.08070105 -0.1543775 1.896991 0 SpineBase
-0.08178972 0.1471613 1.871683 1 SpineMid
-0.08268965 0.4375041 1.834689 2 Neck
-0.2279825 0.3232018 1.846843 4 ShoulderLeft
-0.2899294 0.08640914 1.861431 5 ElbowLeft
-0.3234123 -0.1139435 1.809543 6 WristLeft
-0.3371859 -0.149807 1.817186 7 HandLeft
0.06610173 0.3455704 1.849289 8 ShoulderRight
0.1471558 0.1033522 1.871519 9 ElbowRight
0.1739604 -0.0967877 1.812846 10 WristRight
0.1638748 -0.1552972 1.816421 11 HandRight
-0.1463106 -0.1497823 1.860046 12 HipLeft
-0.1780444 -0.6151621 1.918575 13 KneeLeft
-0.1936442 -0.9410661 1.922961 14 AnkleLeft
-0.1177334 -0.9741996 1.78643 15 FootLeft
-0.01218431 -0.1534371 1.864338 16 HipRight
-0.001774772 -0.6266798 1.936588 17 KneeRight
0.009882951 -0.9605874 1.920759 18 AnkleRight
-0.02366426 -0.9700121 1.754028 19 FootRight
-0.08246344 0.3665074 1.846328 20 SpineShoulder
-0.3410714 -0.225132 1.823328 21 HandTipLeft
-0.3657691 -0.172119 1.823667 22 ThumbLeft
0.1585883 -0.2312463 1.833821 23 HandTipRight
0.1935223 -0.1420038 1.819909 24 ThumbRight
-0.08098207 -0.1542681 1.897663 0 SpineBase
-0.08192776 0.1471997 1.871798 1 SpineMid
-0.08283935 0.4375308 1.834441 2 Neck
-0.2285912 0.3232556 1.848625 4 ShoulderLeft
-0.2931606 0.08782303 1.865431 5 ElbowLeft
-0.3334442 -0.1119091 1.815946 6 WristLeft
