X              Y         Z      JointType 
-0.1563487 -0.1474182 1.720427 0 SpineBase
-0.1394021 0.1597464 1.687832 1 SpineMid
-0.1218812 0.453911 1.641763 2 Neck
-0.2422445 0.2995023 1.705401 4 ShoulderLeft
-0.3347064 0.07155406 1.887883 5 ElbowLeft
-0.01781299 0.3069704 1.563126 8 ShoulderRight
0.07626922 0.08376497 1.522136 9 ElbowRight
-0.2045002 -0.1457053 1.718351 12 HipLeft
-0.1223788 -0.3891986 1.554783 13 KneeLeft
-0.09779876 -0.8257179 1.580717 14 AnkleLeft
-0.1845037 -0.8693268 1.622815 15 FootLeft
-0.1016189 -0.1430417 1.651393 16 HipRight
-0.1421039 -0.4885058 1.554976 17 KneeRight
-0.08465283 -0.8480222 1.58251 18 AnkleRight
-0.188511 -0.8934157 1.594127 19 FootRight
-0.1263666 0.3822106 1.655463 20 SpineShoulder
-0.1480025 -0.1483235 1.736543 0 SpineBase
-0.1325304 0.1573711 1.706398 1 SpineMid
-0.1163869 0.450201 1.663097 2 Neck
-0.243769 0.314683 1.726852 4 ShoulderLeft
-0.3348486 0.07117463 1.887639 5 ElbowLeft
0.0004568924 0.3094633 1.592577 8 ShoulderRight
0.09764211 0.0904595 1.571823 9 ElbowRight
0.04869604 -0.1238258 1.475989 10 WristRight
0.03328344 -0.1800032 1.475732 11 HandRight
-0.1987007 -0.1442066 1.727543 12 HipLeft
-0.112354 -0.420778 1.592676 13 KneeLeft
-0.1157889 -0.8817922 1.77902 14 AnkleLeft
-0.2020797 -0.935425 1.702539 15 FootLeft
-0.09051412 -0.1474019 1.676211 16 HipRight
-0.1169165 -0.5086989 1.608027 17 KneeRight
-0.04761403 -0.8811703 1.714602 18 AnkleRight
-0.1624653 -0.9201739 1.632656 19 FootRight
-0.1205252 0.3788061 1.676086 20 SpineShoulder
0.02494394 -0.2349514 1.466712 23 HandTipRight
0.06098454 -0.1950577 1.488263 24 ThumbRight
-0.1300953 -0.1701443 1.777131 0 SpineBase
-0.117069 0.1453784 1.740514 1 SpineMid
-0.1031619 0.4463253 1.69143 2 Neck
-0.2465187 0.3175809 1.748095 4 ShoulderLeft
-0.3283515 0.06803724 1.875359 5 ElbowLeft
0.02654957 0.3170147 1.640537 8 ShoulderRight
0.1220414 0.09503891 1.642352 9 ElbowRight
0.09398244 -0.1212422 1.550238 10 WristRight
0.07507972 -0.182672 1.548958 11 HandRight
-0.186664 -0.1636274 1.757991 12 HipLeft
-0.1404845 -0.5484155 1.776966 13 KneeLeft
-0.1125003 -0.9154735 1.845292 14 AnkleLeft
-0.1898726 -0.9423936 1.715389 15 FootLeft
-0.06728073 -0.1697877 1.726181 16 HipRight
-0.0765719 -0.5454024 1.715411 17 KneeRight
0.02806886 -0.9523543 1.812305 18 AnkleRight
-0.0897807 -0.9424939 1.718156 19 FootRight
-0.1067745 0.3730503 1.705789 20 SpineShoulder
0.06299058 -0.2380813 1.545467 23 HandTipRight
0.03780454 -0.159311 1.614632 24 ThumbRight
-0.1257326 -0.1730954 1.78232 0 SpineBase
-0.1122994 0.1429988 1.748668 1 SpineMid
-0.09837594 0.4456522 1.70235 2 Neck
-0.2441879 0.317125 1.749293 4 ShoulderLeft
-0.3229647 0.06762552 1.868552 5 ElbowLeft
-0.3977064 -0.1495043 1.872043 6 WristLeft
-0.4040696 -0.2032403 1.879422 7 HandLeft
0.03122378 0.3162426 1.647433 8 ShoulderRight
0.1235607 0.09295642 1.65204 9 ElbowRight
0.09943519 -0.1227864 1.560365 10 WristRight
0.09153153 -0.1696834 1.564196 11 HandRight
-0.1829599 -0.1675848 1.763025 12 HipLeft
-0.1379823 -0.5619726 1.803889 13 KneeLeft
-0.1132144 -0.9087296 1.846256 14 AnkleLeft
-0.1883655 -0.9433883 1.719838 15 FootLeft
-0.06304643 -0.1715385 1.730481 16 HipRight
-0.07447731 -0.5554558 1.744756 17 KneeRight
-0.05985775 -0.9269258 1.846897 18 AnkleRight
-0.1341605 -0.9422395 1.711415 19 FootRight
-0.1019469 0.3718426 1.716066 20 SpineShoulder
-0.4018148 -0.2440044 1.901823 21 HandTipLeft
-0.4092228 -0.201269 1.846714 22 ThumbLeft
0.07618008 -0.2384147 1.565821 23 HandTipRight
0.05662029 -0.1652913 1.62925 24 ThumbRight
-0.1014933 -0.1786061 1.814674 0 SpineBase
-0.09662866 0.1405039 1.773988 1 SpineMid
-0.08940671 0.4466296 1.720696 2 Neck
-0.240528 0.3164888 1.752235 4 ShoulderLeft
-0.3016233 0.07377908 1.819641 5 ElbowLeft
-0.3423386 -0.1432828 1.75297 6 WristLeft
-0.3389405 -0.1490583 1.756139 7 HandLeft
0.0604515 0.3221518 1.693765 8 ShoulderRight
0.1495585 0.09154656 1.728527 9 ElbowRight
0.1468447 -0.1236129 1.641049 10 WristRight
0.1367434 -0.1622089 1.643823 11 HandRight
-0.1648329 -0.1755737 1.787662 12 HipLeft
-0.1312311 -0.5936815 1.824394 13 KneeLeft
-0.1476228 -0.9416077 1.885202 14 AnkleLeft
-0.2005449 -0.9492452 1.731259 15 FootLeft
