X              Y         Z      JointType 
-0.06635499 0.09905607 1.825068 0 SpineBase
-0.04108731 0.3738845 1.74441 1 SpineMid
-0.01625445 0.6367314 1.653062 2 Neck
-0.1688917 0.5709609 1.69793 4 ShoulderLeft
-0.2288514 0.5391973 1.900626 5 ElbowLeft
-0.2862441 0.4793888 2.086243 6 WristLeft
-0.2862364 0.4504784 2.103812 7 HandLeft
0.1112522 0.5524312 1.662434 8 ShoulderRight
0.1293058 0.319571 1.685343 9 ElbowRight
-0.1292823 0.1015626 1.798 12 HipLeft
-0.1328089 -0.2318278 1.848815 13 KneeLeft
-0.1222707 -0.5611109 1.93021 14 AnkleLeft
-0.1155572 -0.6118353 1.888409 15 FootLeft
-0.000965335 0.09291562 1.78543 16 HipRight
-0.002813336 -0.2841308 1.857712 17 KneeRight
0.009973254 -0.5762768 1.942209 18 AnkleRight
0.01050911 -0.6451271 1.884732 19 FootRight
-0.0224126 0.5727701 1.677756 20 SpineShoulder
-0.312097 0.4705278 2.157315 21 HandTipLeft
-0.2940249 0.4337168 2.101333 22 ThumbLeft
-0.06230137 0.09944928 1.827704 0 SpineBase
-0.03847867 0.3742991 1.745699 1 SpineMid
-0.0147621 0.6371509 1.653405 2 Neck
-0.1676332 0.5713243 1.698891 4 ShoulderLeft
-0.2297689 0.5399833 1.905237 5 ElbowLeft
-0.2834298 0.4817758 2.089755 6 WristLeft
-0.2820438 0.4483483 2.117008 7 HandLeft
0.1134039 0.5525308 1.662426 8 ShoulderRight
0.1403089 0.3175199 1.691622 9 ElbowRight
-0.1250471 0.1020594 1.801193 12 HipLeft
-0.132005 -0.2402584 1.853062 13 KneeLeft
-0.1244207 -0.5621608 1.929463 14 AnkleLeft
-0.1161997 -0.6255258 1.884779 15 FootLeft
0.00277658 0.09320584 1.78753 16 HipRight
-0.001068815 -0.2832348 1.85918 17 KneeRight
0.007675552 -0.5743801 1.940628 18 AnkleRight
0.006118426 -0.6368037 1.891173 19 FootRight
-0.02067737 0.5731952 1.678295 20 SpineShoulder
-0.314718 0.480054 2.175552 21 HandTipLeft
-0.3071606 0.4419636 2.1425 22 ThumbLeft
-0.05506781 0.1009747 1.829979 0 SpineBase
-0.02711512 0.3760481 1.747944 1 SpineMid
0.001604449 0.6394686 1.655097 2 Neck
-0.1543161 0.5750047 1.707134 4 ShoulderLeft
-0.2239168 0.5543316 1.908901 5 ElbowLeft
-0.2886665 0.4911063 2.109235 6 WristLeft
-0.2712568 0.4392423 2.112787 7 HandLeft
0.1274066 0.5539461 1.664693 8 ShoulderRight
0.1498047 0.3213675 1.692297 9 ElbowRight
0.1506616 0.08843958 1.694083 10 WristRight
0.1496486 0.02384286 1.696509 11 HandRight
-0.1178188 0.1038837 1.803941 12 HipLeft
-0.1285131 -0.2448159 1.855518 13 KneeLeft
-0.1251609 -0.5625186 1.929949 14 AnkleLeft
-0.1193087 -0.6287614 1.879818 15 FootLeft
0.009755099 0.09439645 1.789274 16 HipRight
0.005070753 -0.2481067 1.85307 17 KneeRight
0.007616597 -0.5727989 1.939965 18 AnkleRight
0.005552405 -0.6398981 1.89391 19 FootRight
-0.005578638 0.5753506 1.680173 20 SpineShoulder
-0.3145192 0.4416873 2.17336 21 HandTipLeft
-0.246183 0.4128402 2.121286 22 ThumbLeft
0.1418158 -0.03188132 1.692695 23 HandTipRight
0.1769552 0.01143513 1.695857 24 ThumbRight
-0.04516715 0.1008 1.827999 0 SpineBase
-0.01570003 0.3762167 1.746515 1 SpineMid
0.01314577 0.6397805 1.654262 2 Neck
-0.1436366 0.5750751 1.706722 4 ShoulderLeft
-0.2130747 0.5511661 1.907073 5 ElbowLeft
-0.2811886 0.490222 2.105648 6 WristLeft
-0.2733347 0.4417616 2.110226 7 HandLeft
0.1394134 0.5552219 1.663469 8 ShoulderRight
0.1612706 0.3235226 1.689411 9 ElbowRight
0.1608593 0.09184559 1.692294 10 WristRight
0.1599345 0.02766776 1.694891 11 HandRight
-0.1083108 0.1038265 1.801752 12 HipLeft
-0.1258753 -0.2502109 1.855312 13 KneeLeft
-0.1255458 -0.5636342 1.93182 14 AnkleLeft
-0.1270768 -0.6305552 1.878302 15 FootLeft
0.01970291 0.09409166 1.787385 16 HipRight
0.01175215 -0.2705461 1.861829 17 KneeRight
0.008417389 -0.5717782 1.940028 18 AnkleRight
0.00547966 -0.6404489 1.89407 19 FootRight
0.006039135 0.5756463 1.679185 20 SpineShoulder
-0.2764447 0.422563 2.168793 21 HandTipLeft
-0.2523514 0.412001 2.1261 22 ThumbLeft
0.1512113 -0.02656693 1.688558 23 HandTipRight
0.1748965 0.05068879 1.664679 24 ThumbRight
-0.03953673 0.1011425 1.825573 0 SpineBase
-0.0101335 0.3764067 1.744922 1 SpineMid
0.01856386 0.6397625 1.65342 2 Neck
-0.13912 0.5747538 1.705686 4 ShoulderLeft
-0.204906 0.5514574 1.907241 5 ElbowLeft
0.1453294 0.5560966 1.662419 8 ShoulderRight
0.1677746 0.3244457 1.688388 9 ElbowRight
0.1671628 0.09275767 1.691394 10 WristRight
0.1655958 0.02822957 1.693212 11 HandRight
-0.1022827 0.1046419 1.79781 12 HipLeft
-0.1231656 -0.2484275 1.850813 13 KneeLeft
-0.1253541 -0.5632592 1.942897 14 AnkleLeft
-0.1378601 -0.6307297 1.893053 15 FootLeft
0.02484661 0.0940072 1.786214 16 HipRight
0.01924761 -0.26376 1.860854 17 KneeRight
0.009667255 -0.5704681 1.939321 18 AnkleRight
-0.005119433 -0.6160707 1.832782 19 FootRight
0.01149993 0.5756842 1.678159 20 SpineShoulder
0.155882 -0.02738689 1.686911 23 HandTipRight
0.1827171 -0.01707471 1.686143 24 ThumbRight
