X              Y         Z      JointType 
-0.1298465 -0.2240528 1.896495 0 SpineBase
-0.139925 0.1135595 1.833517 1 SpineMid
-0.1482928 0.4377927 1.75522 2 Neck
-0.2903906 0.3161023 1.782676 4 ShoulderLeft
-0.3781547 0.1595638 1.777941 5 ElbowLeft
-0.4019417 0.2555757 1.620674 6 WristLeft
-0.3594826 0.2777526 1.64332 7 HandLeft
0.009150564 0.3238668 1.727626 8 ShoulderRight
0.0747906 0.08854433 1.73133 9 ElbowRight
0.0787353 -0.09435837 1.639678 10 WristRight
0.0630478 -0.163756 1.623774 11 HandRight
-0.1958511 -0.2210178 1.866889 12 HipLeft
-0.1990147 -0.4279717 1.845484 13 KneeLeft
-0.184513 -0.8076247 1.885688 14 AnkleLeft
-0.2084946 -0.8944807 1.786219 15 FootLeft
-0.05842718 -0.21784 1.847826 16 HipRight
-0.05125117 -0.4980559 1.845941 17 KneeRight
-0.04871248 -0.8768034 1.888609 18 AnkleRight
-0.04529693 -0.9205154 1.745662 19 FootRight
-0.1464685 0.3587075 1.777262 20 SpineShoulder
0.05065542 -0.2304744 1.612537 23 HandTipRight
0.07389507 -0.1621621 1.577268 24 ThumbRight
-0.1257152 -0.183146 1.850973 0 SpineBase
-0.1316444 0.1284905 1.821031 1 SpineMid
-0.1367666 0.440881 1.765733 2 Neck
-0.2800687 0.3237485 1.796334 4 ShoulderLeft
-0.3445292 0.1024624 1.847708 5 ElbowLeft
-0.3461716 0.1564834 1.639421 6 WristLeft
-0.3574932 0.1632872 1.636833 7 HandLeft
0.01876784 0.3259063 1.742182 8 ShoulderRight
0.09325653 0.09036092 1.759733 9 ElbowRight
0.09743445 -0.08887476 1.679173 10 WristRight
0.09124903 -0.1564521 1.674054 11 HandRight
-0.1917273 -0.1794719 1.822453 12 HipLeft
-0.1713733 -0.6239562 1.899459 13 KneeLeft
-0.1768994 -0.9594531 1.905199 14 AnkleLeft
-0.1619172 -0.9594634 1.751218 15 FootLeft
-0.05445599 -0.1792229 1.803113 16 HipRight
-0.05325686 -0.6203682 1.891787 17 KneeRight
-0.04524808 -0.9544019 1.900344 18 AnkleRight
-0.07162057 -0.9628445 1.750252 19 FootRight
-0.136776 0.3640997 1.781803 20 SpineShoulder
-0.3380106 0.1804709 1.588851 21 HandTipLeft
-0.3002339 0.1992008 1.625556 22 ThumbLeft
0.08308586 -0.220877 1.670865 23 HandTipRight
0.05481834 -0.16449 1.65279 24 ThumbRight
-0.1114261 -0.1725717 1.855001 0 SpineBase
-0.117842 0.1385949 1.825463 1 SpineMid
-0.1221372 0.4408206 1.779998 2 Neck
-0.2671006 0.3293844 1.809323 4 ShoulderLeft
-0.3547443 0.1632738 1.84263 5 ElbowLeft
-0.378873 0.07328004 1.664469 6 WristLeft
-0.3710426 0.0395959 1.599805 7 HandLeft
