X              Y         Z      JointType 
-0.1162016 -0.1615752 1.813195 0 SpineBase
-0.1355536 0.1429527 1.734595 1 SpineMid
-0.1529637 0.4356306 1.642401 2 Neck
-0.2887526 0.3184846 1.648863 4 ShoulderLeft
-0.3380593 0.06830992 1.66736 5 ElbowLeft
-0.3338542 -0.1336473 1.599622 6 WristLeft
-0.3313078 -0.1645799 1.603938 7 HandLeft
0.01728088 0.3153092 1.657452 8 ShoulderRight
0.09625516 0.1034821 1.730475 9 ElbowRight
0.1722597 -0.05996768 1.612975 10 WristRight
0.1762669 -0.0797086 1.595559 11 HandRight
-0.1840049 -0.15759 1.778437 12 HipLeft
-0.1684345 -0.4836889 1.791292 13 KneeLeft
-0.1420671 -0.9130046 1.85482 14 AnkleLeft
-0.2087742 -0.9364169 1.686049 15 FootLeft
-0.04375996 -0.1591427 1.775932 16 HipRight
0.001495044 -0.4322551 1.631379 17 KneeRight
0.04358038 -0.8575473 1.653379 18 AnkleRight
0.002144862 -0.950937 1.629461 19 FootRight
-0.1489161 0.3642418 1.667675 20 SpineShoulder
-0.3159449 -0.2351644 1.604219 21 HandTipLeft
-0.3655548 -0.1393737 1.598227 22 ThumbLeft
0.1901213 -0.1402089 1.556187 23 HandTipRight
0.1737381 -0.07415554 1.529875 24 ThumbRight
-0.1163811 -0.1475277 1.781826 0 SpineBase
-0.1338175 0.1480787 1.73099 1 SpineMid
-0.147807 0.4375702 1.668327 2 Neck
-0.296713 0.31796 1.679731 4 ShoulderLeft
-0.3474737 0.06861438 1.715984 5 ElbowLeft
-0.3869415 -0.1372012 1.700081 6 WristLeft
-0.3988743 -0.1656047 1.719899 7 HandLeft
0.007065406 0.3297842 1.675774 8 ShoulderRight
0.09892973 0.1264158 1.7471 9 ElbowRight
0.1872267 -0.02576595 1.622221 10 WristRight
0.2101216 -0.05262407 1.557766 11 HandRight
-0.1841399 -0.1469376 1.747412 12 HipLeft
-0.1751781 -0.5293831 1.796328 13 KneeLeft
-0.1380907 -0.9463665 1.858881 14 AnkleLeft
-0.2079101 -0.9524809 1.704507 15 FootLeft
-0.04392581 -0.1420465 1.745599 16 HipRight
0.0155648 -0.5303089 1.705112 17 KneeRight
0.06280543 -0.9074013 1.793553 18 AnkleRight
0.01759767 -0.9587367 1.691845 19 FootRight
-0.1444135 0.3674547 1.684682 20 SpineShoulder
-0.4047809 -0.2456406 1.752726 21 HandTipLeft
-0.4293179 -0.1440669 1.7188 22 ThumbLeft
0.2149164 -0.08895407 1.530242 23 HandTipRight
0.1959438 -0.02179254 1.52 24 ThumbRight
-0.1111378 -0.1466014 1.786362 0 SpineBase
-0.126311 0.149624 1.743869 1 SpineMid
-0.1387214 0.4365924 1.693302 2 Neck
-0.2939252 0.3230315 1.712553 4 ShoulderLeft
-0.3571533 0.08237527 1.757521 5 ElbowLeft
-0.4176233 -0.116942 1.73882 6 WristLeft
-0.4317308 -0.1564181 1.753749 7 HandLeft
0.01260596 0.33364 1.693723 8 ShoulderRight
0.1069906 0.1361715 1.756061 9 ElbowRight
0.1967207 -0.002831961 1.618375 10 WristRight
0.219773 -0.02165898 1.543291 11 HandRight
-0.1787289 -0.1459966 1.752291 12 HipLeft
-0.1743619 -0.5327693 1.800376 13 KneeLeft
-0.1377829 -0.9456344 1.859317 14 AnkleLeft
-0.2081093 -0.9547824 1.704839 15 FootLeft
-0.03909713 -0.1413244 1.750181 16 HipRight
0.02252547 -0.5612632 1.770608 17 KneeRight
0.06191707 -0.9243842 1.817158 18 AnkleRight
0.02078344 -0.9571304 1.699031 19 FootRight
-0.1355385 0.3667248 1.708111 20 SpineShoulder
-0.4393388 -0.2418395 1.77974 21 HandTipLeft
-0.4590539 -0.135272 1.754111 22 ThumbLeft
0.2242274 -0.05705697 1.511527 23 HandTipRight
0.2023944 0.005939669 1.511857 24 ThumbRight
-0.1054786 -0.1463591 1.793017 0 SpineBase
-0.1204284 0.1507529 1.754403 1 SpineMid
-0.1344127 0.4373235 1.7037 2 Neck
-0.2887705 0.3232654 1.723174 4 ShoulderLeft
-0.3573807 0.08981391 1.770807 5 ElbowLeft
-0.4242977 -0.1059832 1.748286 6 WristLeft
-0.4445462 -0.1578611 1.765857 7 HandLeft
0.01840237 0.3343017 1.70297 8 ShoulderRight
0.1127037 0.1409344 1.761322 9 ElbowRight
0.2019111 0.007946736 1.618957 10 WristRight
0.2096033 0.01512167 1.580577 11 HandRight
-0.1726924 -0.1458692 1.760556 12 HipLeft
-0.1729414 -0.5344011 1.803259 13 KneeLeft
-0.1378077 -0.9458562 1.859064 14 AnkleLeft
-0.2092211 -0.9559838 1.704377 15 FootLeft
-0.03405662 -0.1410672 1.7555 16 HipRight
0.02438004 -0.5666749 1.804761 17 KneeRight
0.04028739 -0.9098877 1.836935 18 AnkleRight
0.02262261 -0.9564627 1.706376 19 FootRight
-0.1310267 0.3674505 1.718465 20 SpineShoulder
-0.451944 -0.2373272 1.789305 21 HandTipLeft
-0.4699645 -0.1302246 1.7614 22 ThumbLeft
0.2266997 -0.03868085 1.503338 23 HandTipRight
0.2183187 0.01779505 1.518118 24 ThumbRight
-0.08459706 -0.1482984 1.813681 0 SpineBase
-0.09307077 0.1536928 1.782072 1 SpineMid
-0.09856801 0.4451887 1.739189 2 Neck
-0.2550919 0.3255812 1.75225 4 ShoulderLeft
-0.3336191 0.09300732 1.78362 5 ElbowLeft
-0.4115799 -0.094624 1.74887 6 WristLeft
-0.4199041 -0.1666132 1.748283 7 HandLeft
0.04486353 0.3321179 1.723084 8 ShoulderRight
0.1387078 0.1431884 1.779381 9 ElbowRight
0.2187878 0.02809472 1.62005 10 WristRight
0.2354903 0.02030436 1.537367 11 HandRight
-0.1522656 -0.1468791 1.782106 12 HipLeft
-0.160261 -0.5857888 1.82521 13 KneeLeft
-0.1361365 -0.9471163 1.858741 14 AnkleLeft
-0.2050749 -0.9580654 1.703922 15 FootLeft
-0.01362545 -0.1439952 1.775142 16 HipRight
0.02256662 -0.5965269 1.82254 17 KneeRight
0.04247891 -0.9372733 1.848015 18 AnkleRight
0.02305691 -0.9584053 1.710813 19 FootRight
-0.0975217 0.3738966 1.751916 20 SpineShoulder
-0.4258149 -0.2313594 1.760021 21 HandTipLeft
-0.4097692 -0.1914756 1.757636 22 ThumbLeft
0.2365387 -0.01460057 1.500234 23 HandTipRight
0.2128371 0.04638001 1.515125 24 ThumbRight
-0.06944051 -0.147396 1.827438 0 SpineBase
-0.0739239 0.1539557 1.794327 1 SpineMid
-0.07687736 0.4437851 1.748338 2 Neck
-0.2285671 0.3228486 1.763659 4 ShoulderLeft
-0.2943737 0.09183308 1.787963 5 ElbowLeft
-0.3585478 -0.09565307 1.734061 6 WristLeft
-0.3546652 -0.1452212 1.722765 7 HandLeft
0.06582542 0.333059 1.732829 8 ShoulderRight
0.165567 0.1459763 1.791549 9 ElbowRight
0.2315841 0.03682638 1.624074 10 WristRight
0.2458831 0.02310601 1.542753 11 HandRight
-0.1368589 -0.1457925 1.797303 12 HipLeft
-0.1537542 -0.5817736 1.82439 13 KneeLeft
-0.1356891 -0.947892 1.858136 14 AnkleLeft
-0.1987583 -0.9589409 1.706307 15 FootLeft
0.0006596835 -0.1433287 1.787366 16 HipRight
0.03174749 -0.5950722 1.831819 17 KneeRight
0.0419651 -0.9378883 1.851097 18 AnkleRight
0.02846115 -0.9580025 1.706121 19 FootRight
-0.07633428 0.3729828 1.761999 20 SpineShoulder
-0.3625789 -0.2263801 1.718874 21 HandTipLeft
-0.3379281 -0.1537973 1.689231 22 ThumbLeft
0.2439631 -0.01739088 1.50383 23 HandTipRight
0.225693 0.04677819 1.52552 24 ThumbRight
-0.06083479 -0.1484467 1.836147 0 SpineBase
-0.06469114 0.1533886 1.800272 1 SpineMid
-0.06749294 0.4435838 1.751702 2 Neck
-0.2153843 0.3218972 1.766882 4 ShoulderLeft
-0.2704406 0.08384432 1.78936 5 ElbowLeft
-0.3162987 -0.1046217 1.721075 6 WristLeft
-0.3089979 -0.1460807 1.708724 7 HandLeft
0.08117334 0.3340378 1.736904 8 ShoulderRight
0.1799883 0.1459234 1.797008 9 ElbowRight
