X              Y         Z      JointType 
-0.2783233 -0.1350657 1.966048 0 SpineBase
-0.270061 0.1611061 1.935482 1 SpineMid
-0.2601823 0.4467091 1.892418 2 Neck
-0.38859 0.3053028 1.837336 4 ShoulderLeft
-0.4578562 0.2752286 1.692412 5 ElbowLeft
-0.1105919 0.3769894 1.972869 8 ShoulderRight
-0.07053439 0.1768618 1.99724 9 ElbowRight
-0.3370853 -0.1492603 1.912079 12 HipLeft
-0.3641898 -0.3442695 1.928604 13 KneeLeft
-0.3911501 -0.7090378 2.032995 14 AnkleLeft
-0.3678622 -0.7843733 1.914324 15 FootLeft
-0.2098273 -0.1161413 1.951058 16 HipRight
-0.1709101 -0.3925421 1.941898 17 KneeRight
-0.1493958 -0.7760771 1.950219 18 AnkleRight
-0.1384799 -0.8398789 1.821568 19 FootRight
-0.2629325 0.3768077 1.905321 20 SpineShoulder
-0.2729681 -0.1098484 1.911438 0 SpineBase
-0.2674113 0.1716081 1.914451 1 SpineMid
-0.2601865 0.4470192 1.891361 2 Neck
-0.3878673 0.3069009 1.835565 4 ShoulderLeft
-0.4615911 0.2860442 1.690537 5 ElbowLeft
-0.1105325 0.3771636 1.972423 8 ShoulderRight
-0.06987138 0.1751859 1.994929 9 ElbowRight
-0.3300031 -0.1235258 1.855337 12 HipLeft
-0.372426 -0.4088698 1.936016 13 KneeLeft
-0.3899686 -0.7489533 2.043108 14 AnkleLeft
-0.3428398 -0.8115037 1.94608 15 FootLeft
-0.2060256 -0.09157526 1.899036 16 HipRight
-0.1736442 -0.4324401 1.942696 17 KneeRight
-0.1388392 -0.9519079 1.959015 18 AnkleRight
-0.1541121 -0.9469883 1.807242 19 FootRight
-0.2626939 0.3783645 1.902121 20 SpineShoulder
-0.2692216 -0.1045515 1.907032 0 SpineBase
-0.2673225 0.1787335 1.90897 1 SpineMid
-0.2643392 0.4533195 1.89324 2 Neck
-0.3924417 0.3270871 1.835852 4 ShoulderLeft
-0.4717163 0.3156703 1.693208 5 ElbowLeft
-0.1101325 0.3782233 1.97516 8 ShoulderRight
-0.06904215 0.174691 1.988539 9 ElbowRight
-0.3271563 -0.1147163 1.849857 12 HipLeft
-0.3720963 -0.4093347 1.936604 13 KneeLeft
-0.3987269 -0.7929294 2.029201 14 AnkleLeft
-0.3485402 -0.8572862 1.918396 15 FootLeft
-0.2021483 -0.08933093 1.896602 16 HipRight
-0.1690091 -0.4827087 1.953992 17 KneeRight
-0.1384011 -0.9537587 1.96084 18 AnkleRight
-0.1449947 -0.9574051 1.795434 19 FootRight
-0.2655212 0.3853891 1.900669 20 SpineShoulder
-0.2684667 -0.1018372 1.905807 0 SpineBase
-0.2675892 0.1806681 1.907618 1 SpineMid
-0.264914 0.4539083 1.893352 2 Neck
-0.3926436 0.3267168 1.836122 4 ShoulderLeft
-0.4906872 0.3315326 1.708009 5 ElbowLeft
-0.1101338 0.3781885 1.975243 8 ShoulderRight
-0.06974187 0.1748567 1.985424 9 ElbowRight
-0.3271837 -0.1121485 1.848835 12 HipLeft
-0.3725225 -0.4106102 1.93746 13 KneeLeft
-0.3962627 -0.793021 2.02716 14 AnkleLeft
-0.3468097 -0.854557 1.917802 15 FootLeft
-0.200482 -0.0874346 1.895674 16 HipRight
-0.1678694 -0.5005342 1.959028 17 KneeRight
-0.1384861 -0.9554107 1.961678 18 AnkleRight
-0.1546723 -0.9544984 1.800252 19 FootRight
-0.266023 0.3864014 1.900157 20 SpineShoulder
-0.2651019 -0.09978477 1.90624 0 SpineBase
-0.2682932 0.1816425 1.906296 1 SpineMid
-0.2700786 0.453772 1.892419 2 Neck
-0.3995747 0.3353695 1.840885 4 ShoulderLeft
-0.4812725 0.3790424 1.710639 5 ElbowLeft
-0.3495368 0.4535504 1.699964 6 WristLeft
-0.3942857 0.418245 1.696889 7 HandLeft
-0.1116654 0.3771154 1.973313 8 ShoulderRight
-0.07638339 0.1757028 1.989188 9 ElbowRight
-0.324977 -0.09726267 1.851299 12 HipLeft
-0.3737571 -0.4105164 1.939459 13 KneeLeft
