X              Y         Z      JointType 
-0.2051663 -0.3546966 1.563097 0 SpineBase
-0.1993075 -0.04462254 1.592901 1 SpineMid
-0.1919183 0.2528106 1.607252 2 Neck
-0.3427219 0.1288362 1.577833 4 ShoulderLeft
-0.4205153 -0.09764189 1.56227 5 ElbowLeft
-0.4928293 -0.2567787 1.471068 6 WristLeft
-0.5386032 -0.3128299 1.436638 7 HandLeft
-0.02346089 0.1295394 1.634694 8 ShoulderRight
0.02689595 -0.08432074 1.6465 9 ElbowRight
0.1126227 -0.2485066 1.579466 10 WristRight
0.1625241 -0.324619 1.547426 11 HandRight
-0.2740855 -0.3468908 1.521212 12 HipLeft
-0.2782713 -0.6605176 1.521953 13 KneeLeft
-0.2649908 -1.025461 1.587532 14 AnkleLeft
-0.1270407 -0.3466114 1.534954 16 HipRight
-0.0949998 -0.6464007 1.506928 17 KneeRight
-0.09799148 -1.028209 1.567064 18 AnkleRight
-0.1940119 0.1801442 1.606067 20 SpineShoulder
-0.6030781 -0.3636166 1.422109 21 HandTipLeft
-0.5311899 -0.3492515 1.395322 22 ThumbLeft
0.2169111 -0.3825693 1.548615 23 HandTipRight
0.1548407 -0.3382143 1.499878 24 ThumbRight
-0.2049821 -0.354733 1.563087 0 SpineBase
-0.1991139 -0.04461427 1.593029 1 SpineMid
-0.1916506 0.2528828 1.607637 2 Neck
-0.342686 0.1287717 1.577937 4 ShoulderLeft
-0.4200741 -0.09848546 1.562277 5 ElbowLeft
-0.4930126 -0.2573794 1.470859 6 WristLeft
-0.5194649 -0.3100945 1.4387 7 HandLeft
-0.02337321 0.1296178 1.634812 8 ShoulderRight
0.02708994 -0.08424756 1.646734 9 ElbowRight
0.1129221 -0.2484235 1.579367 10 WristRight
0.1673481 -0.3177921 1.548005 11 HandRight
-0.2738898 -0.3469686 1.521162 12 HipLeft
-0.2780588 -0.6603519 1.52171 13 KneeLeft
-0.2648998 -1.02572 1.587409 14 AnkleLeft
-0.1268636 -0.3466083 1.534967 16 HipRight
-0.09493749 -0.646304 1.506886 17 KneeRight
-0.09837471 -1.028415 1.566909 18 AnkleRight
-0.1937648 0.1801968 1.606371 20 SpineShoulder
-0.5325624 -0.363498 1.409896 21 HandTipLeft
-0.4622653 -0.2828453 1.422333 22 ThumbLeft
0.2232522 -0.3685238 1.552258 23 HandTipRight
0.1621446 -0.3346666 1.503065 24 ThumbRight
-0.204835 -0.3548458 1.563145 0 SpineBase
-0.198989 -0.04466587 1.593331 1 SpineMid
-0.1915682 0.2529366 1.608492 2 Neck
-0.3425796 0.1282433 1.578264 4 ShoulderLeft
-0.4193129 -0.09870382 1.562826 5 ElbowLeft
-0.4911756 -0.257968 1.471185 6 WristLeft
-0.5129408 -0.3123789 1.438669 7 HandLeft
-0.02338252 0.129685 1.63491 8 ShoulderRight
0.02728298 -0.08413241 1.647069 9 ElbowRight
0.1136345 -0.2479605 1.579552 10 WristRight
0.1701392 -0.313664 1.546688 11 HandRight
-0.2737027 -0.34722 1.521223 12 HipLeft
-0.278005 -0.6601908 1.521528 13 KneeLeft
-0.2644172 -1.025815 1.587391 14 AnkleLeft
-0.1267412 -0.3466294 1.535012 16 HipRight
-0.09477985 -0.6464158 1.507032 17 KneeRight
-0.09879343 -1.028427 1.566379 18 AnkleRight
-0.1936627 0.1802153 1.607057 20 SpineShoulder
-0.5256817 -0.3659054 1.408716 21 HandTipLeft
-0.4685931 -0.2988631 1.424571 22 ThumbLeft
0.216798 -0.3635076 1.550221 23 HandTipRight
0.1671994 -0.3272458 1.49896 24 ThumbRight
-0.2044032 -0.3548941 1.563165 0 SpineBase
-0.1986535 -0.04479843 1.593657 1 SpineMid
-0.1912871 0.2526561 1.609269 2 Neck
-0.3425288 0.1280509 1.57843 4 ShoulderLeft
-0.4174113 -0.1005407 1.562699 5 ElbowLeft
-0.4840497 -0.2603286 1.467391 6 WristLeft
-0.5071964 -0.3119176 1.428707 7 HandLeft
-0.02319355 0.1295604 1.635466 8 ShoulderRight
0.02752774 -0.0835517 1.647626 9 ElbowRight
0.1152758 -0.2461351 1.578452 10 WristRight
0.1748141 -0.3079283 1.540416 11 HandRight
-0.2732723 -0.3473016 1.521241 12 HipLeft
-0.2777327 -0.6604325 1.521271 13 KneeLeft
-0.2641256 -1.025961 1.587479 14 AnkleLeft
-0.1263315 -0.3466322 1.535023 16 HipRight
-0.09444381 -0.6466827 1.507287 17 KneeRight
-0.09979019 -1.028539 1.566517 18 AnkleRight
-0.1933667 0.1799761 1.60771 20 SpineShoulder
-0.516939 -0.3614127 1.399342 21 HandTipLeft
-0.465192 -0.2974077 1.420454 22 ThumbLeft
0.2283602 -0.3614236 1.556198 23 HandTipRight
0.1754479 -0.3191734 1.491734 24 ThumbRight
-0.2044032 -0.3548941 1.563165 0 SpineBase
-0.1986535 -0.04479843 1.593657 1 SpineMid
-0.1912871 0.2526561 1.609269 2 Neck
-0.3425288 0.1280509 1.57843 4 ShoulderLeft
-0.4174113 -0.1005407 1.562699 5 ElbowLeft
-0.4840497 -0.2603286 1.467391 6 WristLeft
-0.5071964 -0.3119176 1.428707 7 HandLeft
-0.02319355 0.1295604 1.635466 8 ShoulderRight
0.02752774 -0.0835517 1.647626 9 ElbowRight
0.1152758 -0.2461351 1.578452 10 WristRight
0.1748141 -0.3079283 1.540416 11 HandRight
-0.2732723 -0.3473016 1.521241 12 HipLeft
-0.2777327 -0.6604325 1.521271 13 KneeLeft
-0.2641256 -1.025961 1.587479 14 AnkleLeft
-0.1263315 -0.3466322 1.535023 16 HipRight
-0.09444381 -0.6466827 1.507287 17 KneeRight
-0.09979019 -1.028539 1.566517 18 AnkleRight
-0.1933667 0.1799761 1.60771 20 SpineShoulder
-0.516939 -0.3614127 1.399342 21 HandTipLeft
-0.465192 -0.2974077 1.420454 22 ThumbLeft
0.2283602 -0.3614236 1.556198 23 HandTipRight
0.1754479 -0.3191734 1.491734 24 ThumbRight
-0.2042698 -0.3549141 1.563203 0 SpineBase
-0.1983873 -0.04478258 1.593976 1 SpineMid
-0.1908651 0.2527396 1.610049 2 Neck
-0.3423117 0.1280108 1.578717 4 ShoulderLeft
-0.4172413 -0.1004582 1.562434 5 ElbowLeft
-0.4835024 -0.2596211 1.465697 6 WristLeft
-0.5146608 -0.3058189 1.423044 7 HandLeft
-0.02316353 0.129587 1.635538 8 ShoulderRight
0.02763716 -0.08325218 1.64788 9 ElbowRight
0.1154354 -0.2456293 1.578273 10 WristRight
0.1743626 -0.3067352 1.540697 11 HandRight
-0.2731537 -0.3473312 1.521251 12 HipLeft
-0.2776871 -0.6604161 1.521166 13 KneeLeft
-0.2638485 -1.025958 1.587428 14 AnkleLeft
-0.1261855 -0.3466364 1.535084 16 HipRight
-0.09443523 -0.6468917 1.507331 17 KneeRight
-0.0999056 -1.02854 1.566506 18 AnkleRight
-0.1929831 0.1800407 1.608365 20 SpineShoulder
-0.5257725 -0.3550777 1.391909 21 HandTipLeft
-0.4851764 -0.2916921 1.399816 22 ThumbLeft
0.2268383 -0.3566058 1.550388 23 HandTipRight
