X              Y         Z      JointType 
-0.05773918 0.1261482 2.133051 0 SpineBase
-0.05987315 0.4584192 2.127312 1 SpineMid
-0.06157449 0.7760898 2.109115 2 Neck
-0.2192537 0.6412042 2.055065 4 ShoulderLeft
-0.2801887 0.4098319 1.987697 5 ElbowLeft
-0.244166 0.2466411 1.850365 6 WristLeft
-0.2269384 0.1840613 1.817191 7 HandLeft
0.1113734 0.6427943 2.117912 8 ShoulderRight
0.1637554 0.4115645 2.071002 9 ElbowRight
0.1726107 0.2481182 1.941406 10 WristRight
0.1622333 0.1898657 1.894492 11 HandRight
-0.1325622 0.1233678 2.083591 12 HipLeft
-0.1817965 -0.2481885 2.152551 13 KneeLeft
-0.204291 -0.5831919 2.179767 14 AnkleLeft
-0.230957 -0.6459961 2.080078 15 FootLeft
0.01920064 0.1242447 2.103311 16 HipRight
0.03147289 -0.2391565 2.172286 17 KneeRight
0.03396279 -0.5806581 2.201434 18 AnkleRight
0.07055664 -0.6469727 2.113281 19 FootRight
-0.06122152 0.6986696 2.115862 20 SpineShoulder
-0.205455 0.1304963 1.804176 21 HandTipLeft
-0.2008362 0.1845483 1.772593 22 ThumbLeft
0.1521994 0.1422932 1.862242 23 HandTipRight
0.1250264 0.1785277 1.85587 24 ThumbRight
-0.05769059 0.1262199 2.132404 0 SpineBase
-0.05991079 0.4585382 2.127235 1 SpineMid
-0.06190025 0.7763811 2.109596 2 Neck
-0.2194302 0.6411505 2.055459 4 ShoulderLeft
-0.2800611 0.4078315 1.993423 5 ElbowLeft
-0.2436851 0.2353923 1.87179 6 WristLeft
-0.2249197 0.1682492 1.857879 7 HandLeft
0.1108545 0.6426023 2.117649 8 ShoulderRight
0.1613508 0.4094425 2.071703 9 ElbowRight
0.167692 0.2399031 1.950033 10 WristRight
0.1470951 0.1785031 1.924955 11 HandRight
-0.132536 0.1234772 2.082663 12 HipLeft
-0.1816831 -0.2484401 2.152782 13 KneeLeft
-0.2042815 -0.5832386 2.179855 14 AnkleLeft
-0.2306466 -0.6456711 2.080129 15 FootLeft
0.01926307 0.1242816 2.102885 16 HipRight
0.03170276 -0.2390324 2.17216 17 KneeRight
0.03356618 -0.5797455 2.2023 18 AnkleRight
0.07067075 -0.6464365 2.114038 19 FootRight
-0.06144667 0.6988955 2.116146 20 SpineShoulder
-0.1993742 0.1138747 1.843209 21 HandTipLeft
-0.2495738 0.115332 1.866083 22 ThumbLeft
0.1315498 0.1275627 1.892634 23 HandTipRight
0.1720096 0.1241369 1.925875 24 ThumbRight
-0.05769059 0.1262199 2.132404 0 SpineBase
-0.05991079 0.4585382 2.127235 1 SpineMid
-0.06190025 0.7763811 2.109596 2 Neck
-0.2194302 0.6411505 2.055459 4 ShoulderLeft
-0.2800611 0.4078315 1.993423 5 ElbowLeft
