X              Y         Z      JointType 
-0.05373567 -0.4325972 1.7513 0 SpineBase
-0.05350836 -0.1344382 1.776362 1 SpineMid
-0.05287546 0.1541518 1.7868 2 Neck
-0.1970373 0.04486117 1.774341 4 ShoulderLeft
-0.3182159 -0.06328864 1.787383 5 ElbowLeft
-0.2298596 -0.080507 1.577271 6 WristLeft
-0.2228818 -0.07586461 1.553338 7 HandLeft
0.1240274 0.0372899 1.78137 8 ShoulderRight
0.1860839 -0.167177 1.809094 9 ElbowRight
-0.1263804 -0.4225078 1.713387 12 HipLeft
-0.1379707 -0.7004859 1.739206 13 KneeLeft
-0.08951929 -0.9943205 1.804611 14 AnkleLeft
-0.07140971 -1.047037 1.690701 15 FootLeft
0.02098148 -0.4259325 1.721387 16 HipRight
-0.01296863 -0.7097036 1.608862 17 KneeRight
0.03749666 -0.9639103 1.645217 18 AnkleRight
-0.05310062 0.08329152 1.786572 20 SpineShoulder
-0.1918464 -0.07281027 1.523471 21 HandTipLeft
-0.2335676 -0.07213968 1.524333 22 ThumbLeft
-0.05286143 -0.4336415 1.76267 0 SpineBase
-0.05363985 -0.1354562 1.784973 1 SpineMid
-0.05380797 0.1532813 1.793115 2 Neck
-0.1991102 0.04636416 1.784759 4 ShoulderLeft
-0.3182736 -0.06966032 1.805347 5 ElbowLeft
-0.2815327 -0.155783 1.594361 6 WristLeft
-0.2640743 -0.171111 1.539295 7 HandLeft
0.1210235 0.03440223 1.790505 8 ShoulderRight
0.1864437 -0.1706388 1.824363 9 ElbowRight
0.2518044 -0.3192919 1.732354 10 WristRight
0.2792081 -0.3790799 1.68469 11 HandRight
-0.125433 -0.4225535 1.724351 12 HipLeft
-0.1350816 -0.7055457 1.746081 13 KneeLeft
-0.08774626 -0.9999364 1.807254 14 AnkleLeft
-0.0703939 -1.052014 1.690062 15 FootLeft
0.02173306 -0.4280902 1.733215 16 HipRight
-0.01004642 -0.7217398 1.64564 17 KneeRight
0.03816104 -0.9732711 1.682335 18 AnkleRight
-0.05385089 0.08237314 1.793418 20 SpineShoulder
-0.2400952 -0.1862466 1.512417 21 HandTipLeft
-0.2851101 -0.1815686 1.5279 22 ThumbLeft
0.2958813 -0.4160312 1.658378 23 HandTipRight
0.2764959 -0.3714803 1.641261 24 ThumbRight
-0.05050522 -0.4384269 1.782735 0 SpineBase
-0.05331529 -0.1374692 1.801511 1 SpineMid
-0.05522394 0.1536627 1.806149 2 Neck
-0.1999102 0.04673734 1.795794 4 ShoulderLeft
-0.3156161 -0.08625173 1.824018 5 ElbowLeft
-0.3027172 -0.2051438 1.652779 6 WristLeft
-0.2954248 -0.260399 1.564925 7 HandLeft
0.1214921 0.03333272 1.807398 8 ShoulderRight
0.1870842 -0.1748862 1.843915 9 ElbowRight
0.2558555 -0.3266882 1.766403 10 WristRight
0.2911095 -0.3990448 1.727817 11 HandRight
-0.1231 -0.4269323 1.743965 12 HipLeft
-0.125109 -0.7105722 1.752044 13 KneeLeft
-0.08815642 -1.006698 1.816514 14 AnkleLeft
-0.07192849 -1.059287 1.70058 15 FootLeft
0.02400607 -0.4332367 1.753556 16 HipRight
0.00247278 -0.7347983 1.679573 17 KneeRight
0.03315692 -0.9544917 1.713387 18 AnkleRight
0.04790092 -1.000933 1.59302 19 FootRight
-0.0548644 0.08219498 1.807318 20 SpineShoulder
-0.2817004 -0.2908064 1.53696 21 HandTipLeft
-0.3289862 -0.274665 1.563 22 ThumbLeft
0.3135466 -0.4575537 1.727926 23 HandTipRight
0.2957749 -0.3987272 1.684057 24 ThumbRight
-0.04240172 -0.4483141 1.80949 0 SpineBase
-0.04601074 -0.1430693 1.827659 1 SpineMid
-0.04900021 0.152654 1.831286 2 Neck
-0.1967893 0.03705485 1.817667 4 ShoulderLeft
-0.278839 -0.1593626 1.835686 5 ElbowLeft
-0.2973625 -0.3533209 1.724251 6 WristLeft
-0.2990902 -0.4196306 1.698118 7 HandLeft
0.1288411 0.03098671 1.83327 8 ShoulderRight
0.1904227 -0.1887853 1.864529 9 ElbowRight
0.2535694 -0.3485187 1.813792 10 WristRight
0.2850356 -0.4305021 1.783125 11 HandRight
-0.1145852 -0.4388347 1.772831 12 HipLeft
-0.107797 -0.7648557 1.778755 13 KneeLeft
-0.08682621 -1.009833 1.824162 14 AnkleLeft
-0.07328094 -1.059711 1.706092 15 FootLeft
0.03142563 -0.4409948 1.777857 16 HipRight
0.02195265 -0.7570505 1.724082 17 KneeRight
0.046629 -1.037964 1.754573 18 AnkleRight
-0.04834014 0.08000892 1.832766 20 SpineShoulder
-0.2976491 -0.4812732 1.68204 21 HandTipLeft
-0.304438 -0.4333529 1.70575 22 ThumbLeft
0.3063669 -0.4935993 1.788154 23 HandTipRight
0.2937139 -0.4339858 1.740024 24 ThumbRight
-0.03628403 -0.4517252 1.813962 0 SpineBase
-0.03685467 -0.1458732 1.835929 1 SpineMid
-0.03677597 0.1508686 1.843855 2 Neck
-0.1894136 0.02731965 1.832037 4 ShoulderLeft
-0.2432059 -0.2047495 1.83014 5 ElbowLeft
-0.2824039 -0.3739966 1.769484 6 WristLeft
-0.2881134 -0.4384737 1.76166 7 HandLeft
0.1415951 0.02704206 1.847195 8 ShoulderRight
0.1936851 -0.1970423 1.870332 9 ElbowRight
0.2530541 -0.361387 1.813344 10 WristRight
0.2682487 -0.4319432 1.770854 11 HandRight
-0.1087659 -0.4425624 1.777686 12 HipLeft
-0.1009898 -0.7661895 1.770026 13 KneeLeft
-0.07073539 -1.056503 1.826316 14 AnkleLeft
0.03757709 -0.4438661 1.781659 16 HipRight
0.03208851 -0.7638066 1.733657 17 KneeRight
0.05192073 -1.064685 1.769991 18 AnkleRight
-0.03686066 0.07793336 1.844237 20 SpineShoulder
-0.2969176 -0.504483 1.767935 21 HandTipLeft
-0.2674273 -0.4699804 1.769857 22 ThumbLeft
0.2864797 -0.4914531 1.764721 23 HandTipRight
0.2675602 -0.4284779 1.72875 24 ThumbRight
-0.02820856 -0.4529137 1.816493 0 SpineBase
-0.0282911 -0.1466891 1.840379 1 SpineMid
-0.02806804 0.1502397 1.849944 2 Neck
-0.1799318 0.02417461 1.837995 4 ShoulderLeft
-0.2319364 -0.2121927 1.84079 5 ElbowLeft
-0.2736703 -0.3832605 1.778082 6 WristLeft
-0.2723463 -0.4443517 1.766105 7 HandLeft
0.1485417 0.02566186 1.85147 8 ShoulderRight
0.1988006 -0.2034567 1.882449 9 ElbowRight
0.2521251 -0.3647114 1.801734 10 WristRight
0.2577814 -0.4298097 1.75168 11 HandRight
-0.1013627 -0.4436552 1.782216 12 HipLeft
-0.08981737 -0.7618902 1.733898 13 KneeLeft
-0.08352522 -1.069317 1.801415 14 AnkleLeft
0.04637634 -0.4451287 1.7821 16 HipRight
0.04492265 -0.7675865 1.737119 17 KneeRight
0.05121119 -1.076954 1.77616 18 AnkleRight
-0.02816047 0.07727386 1.84994 20 SpineShoulder
-0.2699834 -0.5186771 1.767293 21 HandTipLeft
-0.2684619 -0.4586891 1.7772 22 ThumbLeft
0.2706357 -0.4872141 1.742889 23 HandTipRight
0.2538936 -0.4165658 1.708357 24 ThumbRight
-0.01838154 -0.4519106 1.816907 0 SpineBase
-0.01822062 -0.1460943 1.845124 1 SpineMid
-0.01701218 0.1503776 1.859628 2 Neck
-0.1725637 0.02215111 1.849974 4 ShoulderLeft
-0.2251217 -0.2092814 1.856592 5 ElbowLeft
-0.2664744 -0.378496 1.775728 6 WristLeft
-0.2719434 -0.4287658 1.742599 7 HandLeft
0.157017 0.02665085 1.853385 8 ShoulderRight
0.2112762 -0.1940168 1.875642 9 ElbowRight
0.2475958 -0.3544626 1.774052 10 WristRight
0.2464725 -0.4132221 1.726668 11 HandRight
-0.09270069 -0.4419237 1.784562 12 HipLeft
-0.1072775 -0.7629614 1.70797 13 KneeLeft
-0.1443558 -1.064149 1.774773 14 AnkleLeft
0.05687122 -0.4447823 1.780194 16 HipRight
0.05832342 -0.7840533 1.747476 17 KneeRight
0.05467644 -1.074484 1.798341 18 AnkleRight
-0.01737051 0.07756013 1.858265 20 SpineShoulder
-0.2736036 -0.4972731 1.735824 21 HandTipLeft
-0.2723473 -0.4239008 1.700508 22 ThumbLeft
0.253516 -0.4807552 1.71549 23 HandTipRight
0.2481376 -0.4129244 1.678103 24 ThumbRight
-0.02015249 -0.4512073 1.814371 0 SpineBase
-0.01840117 -0.1459575 1.845707 1 SpineMid
