X              Y         Z      JointType 
-0.02673901 0.07863068 1.74008 0 SpineBase
0.01283039 0.3647601 1.69925 1 SpineMid
0.05085009 0.637674 1.647367 2 Neck
-0.1406957 0.5190666 1.685333 4 ShoulderLeft
-0.2401878 0.3069826 1.748358 5 ElbowLeft
-0.3265136 0.1304712 1.727409 6 WristLeft
-0.3518765 0.07258251 1.730539 7 HandLeft
0.1673578 0.5205571 1.624541 8 ShoulderRight
0.2115936 0.3026325 1.639944 9 ElbowRight
0.1187742 0.1824658 1.504607 10 WristRight
0.08557484 0.1624087 1.472017 11 HandRight
-0.09691157 0.07682665 1.71706 12 HipLeft
-0.03478029 -0.2388873 1.688505 13 KneeLeft
0.01113027 -0.6043925 1.706227 14 AnkleLeft
0.02488708 -0.6728516 1.616211 15 FootLeft
0.04453586 0.07734434 1.694698 16 HipRight
-0.009952617 -0.2522271 1.612246 17 KneeRight
0.009225305 -0.6098183 1.712067 18 AnkleRight
0.02876282 -0.6811523 1.609375 19 FootRight
0.04155583 0.5713019 1.662217 20 SpineShoulder
-0.3803892 0.0037325 1.746465 21 HandTipLeft
-0.3722819 0.03284096 1.7056 22 ThumbLeft
0.06306516 0.1232056 1.426586 23 HandTipRight
0.09567865 0.1375824 1.425 24 ThumbRight
-0.02793884 0.07919555 1.759264 0 SpineBase
0.009912034 0.3673314 1.722825 1 SpineMid
0.04608122 0.6424294 1.67544 2 Neck
-0.142552 0.520764 1.703556 4 ShoulderLeft
-0.2383043 0.3065272 1.756121 5 ElbowLeft
-0.3193587 0.1297302 1.730209 6 WristLeft
-0.3301884 0.0801148 1.731674 7 HandLeft
0.1659258 0.520466 1.652887 8 ShoulderRight
0.2125173 0.3129396 1.673154 9 ElbowRight
0.1364886 0.1961453 1.526929 10 WristRight
0.1150017 0.1827719 1.498733 11 HandRight
-0.09821009 0.07788823 1.732909 12 HipLeft
-0.07484884 -0.2761146 1.777347 13 KneeLeft
0.00805016 -0.5932122 1.849192 14 AnkleLeft
0.01733398 -0.6616211 1.783203 15 FootLeft
0.04348055 0.07736716 1.717227 16 HipRight
-0.01336254 -0.2607369 1.67467 17 KneeRight
0.02530542 -0.6103012 1.827232 18 AnkleRight
0.02289655 -0.6745006 1.786163 19 FootRight
0.03725423 0.5754909 1.689166 20 SpineShoulder
-0.3617157 -0.001734494 1.739365 21 HandTipLeft
-0.3380211 0.09087712 1.696797 22 ThumbLeft
0.09946614 0.1389167 1.442854 23 HandTipRight
0.1229202 0.1622136 1.441148 24 ThumbRight
-0.03025883 0.08325059 1.773546 0 SpineBase
0.007732416 0.3708719 1.738495 1 SpineMid
0.04417301 0.6453937 1.692551 2 Neck
-0.1426404 0.5212045 1.716218 4 ShoulderLeft
-0.2338796 0.3054422 1.762374 5 ElbowLeft
-0.3043934 0.1263659 1.733156 6 WristLeft
-0.314158 0.07459399 1.729519 7 HandLeft
0.1659141 0.5202776 1.672236 8 ShoulderRight
0.2131303 0.3184893 1.692615 9 ElbowRight
0.1474355 0.2036167 1.542254 10 WristRight
0.1306492 0.1814409 1.502958 11 HandRight
-0.1006253 0.08189905 1.746669 12 HipLeft
-0.06821072 -0.2543597 1.789283 13 KneeLeft
-0.0002302939 -0.5969663 1.908537 14 AnkleLeft
0.02104488 -0.6583505 1.834706 15 FootLeft
0.04133312 0.08136345 1.731837 16 HipRight
-0.00570875 -0.2613913 1.706196 17 KneeRight
0.04336804 -0.5980293 1.862173 18 AnkleRight
0.03278581 -0.6637446 1.821702 19 FootRight
0.0352655 0.5785975 1.705916 20 SpineShoulder
-0.3458668 -0.004896677 1.73762 21 HandTipLeft
-0.3211054 0.07405776 1.692696 22 ThumbLeft
0.1292348 0.1365508 1.448285 23 HandTipRight
0.09662513 0.1780649 1.509567 24 ThumbRight
-0.03065789 0.08548868 1.784394 0 SpineBase
0.007380715 0.373702 1.7515 1 SpineMid
0.04397165 0.6489093 1.707735 2 Neck
-0.1428685 0.5224274 1.72883 4 ShoulderLeft
-0.2279142 0.3037961 1.767755 5 ElbowLeft
-0.2889542 0.123806 1.73 6 WristLeft
-0.2981689 0.07329491 1.723729 7 HandLeft
0.1656492 0.5210152 1.681472 8 ShoulderRight
0.2153623 0.3235266 1.708867 9 ElbowRight
0.1603806 0.2068625 1.557424 10 WristRight
0.1516121 0.1882391 1.521672 11 HandRight
-0.1009746 0.08411758 1.756358 12 HipLeft
-0.08853823 -0.2766195 1.846797 13 KneeLeft
-0.00357613 -0.5987888 1.931992 14 AnkleLeft
0.007456177 -0.6604877 1.888063 15 FootLeft
0.04086886 0.08353736 1.743838 16 HipRight
0.01092021 -0.2663309 1.734884 17 KneeRight
