X              Y         Z      JointType 
-0.1843297 -0.1579873 1.890492 0 SpineBase
-0.1908418 0.1451506 1.830382 1 SpineMid
-0.1955552 0.4370048 1.757097 2 Neck
-0.346987 0.3085446 1.786946 4 ShoulderLeft
-0.4322625 0.06957734 1.845447 5 ElbowLeft
-0.4919369 -0.1361597 1.824805 6 WristLeft
-0.5037883 -0.1699677 1.825773 7 HandLeft
-0.03773914 0.3235502 1.734994 8 ShoulderRight
0.02721487 0.08525666 1.746734 9 ElbowRight
-0.2516541 -0.1582953 1.863949 12 HipLeft
-0.2286123 -0.4737512 1.908048 13 KneeLeft
-0.201154 -0.8681151 1.945698 14 AnkleLeft
-0.1331501 -0.8951603 1.810897 15 FootLeft
-0.1100242 -0.1517433 1.84603 16 HipRight
-0.07913712 -0.3831521 1.741391 17 KneeRight
-0.03079282 -0.7642965 1.835498 18 AnkleRight
-0.05092648 -0.8646971 1.747298 19 FootRight
-0.1946677 0.3656955 1.777619 20 SpineShoulder
-0.5264214 -0.2404879 1.840291 21 HandTipLeft
-0.4846751 -0.1734484 1.798039 22 ThumbLeft
-0.170373 -0.174157 1.878461 0 SpineBase
-0.1806915 0.141018 1.840913 1 SpineMid
-0.1846246 0.4438193 1.790523 2 Neck
-0.3401137 0.312772 1.8033 4 ShoulderLeft
-0.4113943 0.07779234 1.847376 5 ElbowLeft
-0.4386574 -0.1290523 1.788713 6 WristLeft
-0.4306569 -0.1594877 1.782228 7 HandLeft
-0.03169735 0.3310459 1.784063 8 ShoulderRight
0.03788745 0.09062175 1.81433 9 ElbowRight
-0.2386135 -0.1737792 1.84471 12 HipLeft
-0.1969111 -0.6480001 1.963651 13 KneeLeft
-0.2129607 -0.990009 1.956469 14 AnkleLeft
-0.2016127 -0.9727438 1.796176 15 FootLeft
-0.09542265 -0.1679407 1.840721 16 HipRight
-0.09435403 -0.6424899 1.962475 17 KneeRight
-0.050312 -0.9859357 1.939369 18 AnkleRight
-0.1210726 -0.9748207 1.800456 19 FootRight
-0.1835904 0.3694566 1.805084 20 SpineShoulder
-0.432192 -0.2421414 1.779404 21 HandTipLeft
-0.4113246 -0.1577125 1.753212 22 ThumbLeft
-0.1492212 -0.1855065 1.90609 0 SpineBase
-0.1627205 0.1355611 1.866932 1 SpineMid
-0.1730718 0.4435354 1.814445 2 Neck
-0.3224962 0.3131158 1.818785 4 ShoulderLeft
-0.3760662 0.06826549 1.848108 5 ElbowLeft
-0.3707854 -0.1408208 1.791054 6 WristLeft
