X              Y         Z      JointType 
-0.1134968 -0.4590201 1.812249 0 SpineBase
-0.1111412 -0.1566683 1.857654 1 SpineMid
-0.1095374 0.1352428 1.888098 2 Neck
-0.268538 0.01477445 1.869962 4 ShoulderLeft
-0.3296058 -0.2012861 1.851096 5 ElbowLeft
-0.3542743 -0.3751914 1.754313 6 WristLeft
-0.359974 -0.4239339 1.711028 7 HandLeft
0.06509468 0.0124858 1.888859 8 ShoulderRight
0.0944851 -0.2199746 1.857026 9 ElbowRight
0.1162848 -0.3919066 1.755276 10 WristRight
0.1140595 -0.4349567 1.719287 11 HandRight
-0.1867253 -0.4471388 1.772107 12 HipLeft
-0.2014273 -0.7832591 1.757087 13 KneeLeft
-0.1924902 -1.130179 1.84837 14 AnkleLeft
-0.03594394 -0.453311 1.782942 16 HipRight
-0.03563228 -0.7915719 1.76814 17 KneeRight
-0.03587067 -1.140622 1.845533 18 AnkleRight
-0.1099963 0.06358305 1.882802 20 SpineShoulder
-0.3685975 -0.473504 1.683151 21 HandTipLeft
-0.34528 -0.4143586 1.674609 22 ThumbLeft
0.1173095 -0.5053535 1.706422 23 HandTipRight
0.112172 -0.4288513 1.675091 24 ThumbRight
-0.1133846 -0.4592464 1.812889 0 SpineBase
-0.1112082 -0.1568291 1.858412 1 SpineMid
-0.1096061 0.1352584 1.888993 2 Neck
-0.2690874 0.01511473 1.871118 4 ShoulderLeft
-0.3294038 -0.2009589 1.850967 5 ElbowLeft
-0.3540115 -0.3732742 1.751218 6 WristLeft
-0.3555462 -0.4192213 1.700452 7 HandLeft
0.06518138 0.01237512 1.88926 8 ShoulderRight
0.09464294 -0.2199718 1.856896 9 ElbowRight
0.1163014 -0.3904995 1.752696 10 WristRight
0.1135085 -0.4336144 1.718873 11 HandRight
-0.1866415 -0.4473235 1.772569 12 HipLeft
-0.2013622 -0.783614 1.757372 13 KneeLeft
-0.1939169 -1.130363 1.851137 14 AnkleLeft
-0.03580382 -0.453578 1.783785 16 HipRight
-0.03565531 -0.7914844 1.768139 17 KneeRight
-0.03554494 -1.141396 1.846637 18 AnkleRight
-0.1100753 0.06354403 1.883693 20 SpineShoulder
-0.3628025 -0.4688248 1.670491 21 HandTipLeft
-0.3471713 -0.4519101 1.64675 22 ThumbLeft
0.1165748 -0.5037171 1.709045 23 HandTipRight
0.1110087 -0.4315923 1.673854 24 ThumbRight
-0.1133846 -0.4592464 1.812889 0 SpineBase
-0.1112082 -0.1568291 1.858412 1 SpineMid
-0.1096061 0.1352584 1.888993 2 Neck
-0.2690874 0.01511473 1.871118 4 ShoulderLeft
-0.3294038 -0.2009589 1.850967 5 ElbowLeft
-0.3540115 -0.3732742 1.751218 6 WristLeft
-0.3555462 -0.4192213 1.700452 7 HandLeft
0.06518138 0.01237512 1.88926 8 ShoulderRight
0.09464294 -0.2199718 1.856896 9 ElbowRight
0.1163014 -0.3904995 1.752696 10 WristRight
0.1135085 -0.4336144 1.718873 11 HandRight
-0.1866415 -0.4473235 1.772569 12 HipLeft
-0.2013622 -0.783614 1.757372 13 KneeLeft
-0.1939169 -1.130363 1.851137 14 AnkleLeft
-0.03580382 -0.453578 1.783785 16 HipRight
-0.03565531 -0.7914844 1.768139 17 KneeRight
-0.03554494 -1.141396 1.846637 18 AnkleRight
-0.1100753 0.06354403 1.883693 20 SpineShoulder
-0.3628025 -0.4688248 1.670491 21 HandTipLeft
-0.3471713 -0.4519101 1.64675 22 ThumbLeft
0.1165748 -0.5037171 1.709045 23 HandTipRight
0.1110087 -0.4315923 1.673854 24 ThumbRight
-0.1133025 -0.4594706 1.813377 0 SpineBase
-0.1112355 -0.157035 1.859227 1 SpineMid
-0.1095008 0.1352103 1.890243 2 Neck
-0.2696377 0.01557392 1.872212 4 ShoulderLeft
-0.328991 -0.2011509 1.850153 5 ElbowLeft
-0.3511713 -0.3715365 1.746447 6 WristLeft
-0.3502616 -0.4231968 1.707386 7 HandLeft
0.0656023 0.01240387 1.890718 8 ShoulderRight
0.09553955 -0.2199673 1.85672 9 ElbowRight
0.1172746 -0.3904363 1.752772 10 WristRight
0.1185925 -0.4335309 1.727836 11 HandRight
-0.1865743 -0.447624 1.773323 12 HipLeft
-0.2013468 -0.783569 1.757416 13 KneeLeft
-0.1949747 -1.131573 1.85266 14 AnkleLeft
-0.03571946 -0.4537323 1.784054 16 HipRight
-0.03563003 -0.791237 1.768285 17 KneeRight
-0.03417312 -1.143191 1.845496 18 AnkleRight
-0.1100208 0.06344036 1.884857 20 SpineShoulder
-0.3585156 -0.4733564 1.682604 21 HandTipLeft
-0.3583087 -0.4401702 1.660333 22 ThumbLeft
0.122609 -0.5046424 1.713419 23 HandTipRight
0.1151626 -0.4310163 1.682506 24 ThumbRight
-0.113204 -0.4595164 1.813377 0 SpineBase
-0.1111939 -0.1570583 1.859345 1 SpineMid
-0.1094472 0.1352589 1.890662 2 Neck
-0.2696456 0.0155964 1.872239 4 ShoulderLeft
-0.3287641 -0.2011801 1.849858 5 ElbowLeft
-0.3506019 -0.3714074 1.745914 6 WristLeft
-0.3506195 -0.4231628 1.708204 7 HandLeft
0.06583275 0.0125332 1.891175 8 ShoulderRight
0.09591632 -0.2199174 1.85692 9 ElbowRight
0.1182228 -0.3904422 1.753352 10 WristRight
0.1192103 -0.4326433 1.7286 11 HandRight
-0.1864506 -0.4476857 1.773347 12 HipLeft
-0.2013514 -0.7835547 1.757384 13 KneeLeft
-0.194775 -1.132213 1.852622 14 AnkleLeft
-0.03563936 -0.4537642 1.784029 16 HipRight
-0.03562754 -0.7912355 1.768285 17 KneeRight
-0.03397653 -1.14362 1.846161 18 AnkleRight
-0.1099712 0.06346122 1.885193 20 SpineShoulder
-0.3589844 -0.4759896 1.684732 21 HandTipLeft
-0.3624739 -0.4239685 1.678269 22 ThumbLeft
0.1243184 -0.5031782 1.712777 23 HandTipRight
0.1334627 -0.4359093 1.696312 24 ThumbRight
-0.113204 -0.4595164 1.813377 0 SpineBase
-0.1111939 -0.1570583 1.859345 1 SpineMid
-0.1094472 0.1352589 1.890662 2 Neck
-0.2696456 0.0155964 1.872239 4 ShoulderLeft
-0.3287641 -0.2011801 1.849858 5 ElbowLeft
-0.3506019 -0.3714074 1.745914 6 WristLeft
-0.3506195 -0.4231628 1.708204 7 HandLeft
0.06583275 0.0125332 1.891175 8 ShoulderRight
0.09591632 -0.2199174 1.85692 9 ElbowRight
0.1182228 -0.3904422 1.753352 10 WristRight
0.1192103 -0.4326433 1.7286 11 HandRight
-0.1864506 -0.4476857 1.773347 12 HipLeft
-0.2013514 -0.7835547 1.757384 13 KneeLeft
-0.194775 -1.132213 1.852622 14 AnkleLeft
-0.03563936 -0.4537642 1.784029 16 HipRight
-0.03562754 -0.7912355 1.768285 17 KneeRight
-0.03397653 -1.14362 1.846161 18 AnkleRight
-0.1099712 0.06346122 1.885193 20 SpineShoulder
-0.3589844 -0.4759896 1.684732 21 HandTipLeft
-0.3624739 -0.4239685 1.678269 22 ThumbLeft
0.1243184 -0.5031782 1.712777 23 HandTipRight
0.1334627 -0.4359093 1.696312 24 ThumbRight
-0.1134368 -0.4597086 1.813091 0 SpineBase
-0.1114794 -0.1570593 1.859396 1 SpineMid
-0.1098049 0.1355398 1.891049 2 Neck
-0.2695956 0.01524132 1.872258 4 ShoulderLeft
-0.3271973 -0.202934 1.848117 5 ElbowLeft
-0.3511471 -0.3732311 1.744871 6 WristLeft
-0.3578075 -0.428161 1.710613 7 HandLeft
0.06509516 0.01433052 1.889933 8 ShoulderRight
0.09913088 -0.2129733 1.861862 9 ElbowRight
0.1232303 -0.3833483 1.75841 10 WristRight
0.1272704 -0.431861 1.731728 11 HandRight
-0.1866751 -0.4479477 1.773636 12 HipLeft
-0.2010405 -0.7840793 1.756842 13 KneeLeft
-0.195277 -1.133209 1.85424 14 AnkleLeft
-0.03601612 -0.4539272 1.782335 16 HipRight
-0.03567252 -0.791025 1.768273 17 KneeRight
-0.03567809 -1.14377 1.850485 18 AnkleRight
-0.1103093 0.06365262 1.88549 20 SpineShoulder
-0.3684191 -0.4808694 1.691513 21 HandTipLeft
