X              Y         Z      JointType 
-0.2073694 -0.1487969 2.050771 0 SpineBase
-0.2056867 0.1691117 2.016025 1 SpineMid
-0.2025624 0.4753296 1.967749 2 Neck
-0.3682785 0.351721 1.971845 4 ShoulderLeft
-0.4310211 0.1461594 1.99254 5 ElbowLeft
-0.03797239 0.3634814 2.009809 8 ShoulderRight
-0.01323896 0.1308979 2.017792 9 ElbowRight
-0.2793185 -0.1488152 2.003055 12 HipLeft
-0.3147128 -0.5907063 1.999056 13 KneeLeft
-0.2877892 -0.1746109 2.024925 14 AnkleLeft
-0.2819501 -0.2935431 1.937173 15 FootLeft
-0.1279244 -0.1433935 2.024264 16 HipRight
-0.1234202 -0.5699316 2.046677 17 KneeRight
0.1140923 -0.7071999 2.166371 18 AnkleRight
-0.2035859 0.4004347 1.982111 20 SpineShoulder
-0.2111874 -0.1354162 2.008159 0 SpineBase
-0.2068606 0.172999 2.004481 1 SpineMid
-0.2025646 0.4753003 1.967156 2 Neck
-0.3681971 0.3516012 1.971311 4 ShoulderLeft
-0.4314979 0.1398812 1.989692 5 ElbowLeft
-0.03798994 0.3634942 2.009314 8 ShoulderRight
-0.01325181 0.1308985 2.017452 9 ElbowRight
-0.2830358 -0.1362735 1.960107 12 HipLeft
-0.293707 -0.553448 2.04496 13 KneeLeft
-0.3167291 -0.8600109 2.111486 14 AnkleLeft
-0.3024601 -0.8751286 1.949271 15 FootLeft
-0.1316237 -0.1296081 1.982715 16 HipRight
-0.1234355 -0.569959 2.04633 17 KneeRight
-0.1769421 -0.2729433 1.918177 18 AnkleRight
-0.1441505 -0.391082 1.843479 19 FootRight
-0.2037302 0.4008046 1.980633 20 SpineShoulder
-0.2131121 -0.1302391 2.000224 0 SpineBase
-0.2076449 0.1780625 1.99701 1 SpineMid
-0.2022396 0.4763257 1.967467 2 Neck
-0.3684097 0.3497362 1.969819 4 ShoulderLeft
-0.4300298 0.1425937 1.988914 5 ElbowLeft
-0.03625356 0.3638151 2.009993 8 ShoulderRight
-0.01314565 0.1324634 2.018183 9 ElbowRight
-0.2847913 -0.1318629 1.951756 12 HipLeft
-0.2791266 -0.6076872 2.053254 13 KneeLeft
-0.2860428 -0.9913505 2.005525 14 AnkleLeft
-0.2356608 -0.9603399 1.85014 15 FootLeft
-0.1336749 -0.1238201 1.975522 16 HipRight
-0.1413998 -0.6257678 2.047582 17 KneeRight
-0.1028622 -0.9896613 1.97833 18 AnkleRight
-0.09112146 -0.9592075 1.814858 19 FootRight
-0.2035545 0.4023347 1.979678 20 SpineShoulder
-0.2131121 -0.1302391 2.000224 0 SpineBase
-0.2076449 0.1780625 1.99701 1 SpineMid
-0.2022396 0.4763257 1.967467 2 Neck
-0.3684097 0.3497362 1.969819 4 ShoulderLeft
-0.4300298 0.1425937 1.988914 5 ElbowLeft
-0.03625356 0.3638151 2.009993 8 ShoulderRight
-0.01314565 0.1324634 2.018183 9 ElbowRight
-0.2847913 -0.1318629 1.951756 12 HipLeft
-0.2791266 -0.6076872 2.053254 13 KneeLeft
-0.2860428 -0.9913505 2.005525 14 AnkleLeft
-0.2356608 -0.9603399 1.85014 15 FootLeft
-0.1336749 -0.1238201 1.975522 16 HipRight
-0.1413998 -0.6257678 2.047582 17 KneeRight
-0.1028622 -0.9896613 1.97833 18 AnkleRight
-0.09112146 -0.9592075 1.814858 19 FootRight
-0.2035545 0.4023347 1.979678 20 SpineShoulder
-0.2130515 -0.1237891 1.995173 0 SpineBase
-0.2075715 0.181726 1.992392 1 SpineMid
-0.2019439 0.4768766 1.967539 2 Neck
-0.3683541 0.3495165 1.969323 4 ShoulderLeft
-0.4294635 0.1449638 1.986446 5 ElbowLeft
-0.03589162 0.3640774 2.010117 8 ShoulderRight
-0.008386169 0.1347567 2.035972 9 ElbowRight
-0.2848026 -0.1254709 1.946709 12 HipLeft
-0.2796201 -0.6084991 2.05296 13 KneeLeft
-0.2865679 -0.9910516 2.005591 14 AnkleLeft
-0.235601 -0.9603986 1.850891 15 FootLeft
-0.1335667 -0.1175924 1.970947 16 HipRight
-0.1366156 -0.6310827 2.049529 17 KneeRight
-0.1037336 -0.9893816 1.978443 18 AnkleRight
-0.08933662 -0.9594352 1.81563 19 FootRight
-0.2033061 0.4036579 1.978512 20 SpineShoulder
-0.2115801 -0.1364771 1.996829 0 SpineBase
-0.2072705 0.1796145 1.992064 1 SpineMid
-0.2018642 0.4771503 1.967713 2 Neck
-0.3682153 0.3494895 1.969109 4 ShoulderLeft
-0.4313927 0.1458125 1.989518 5 ElbowLeft
-0.448004 -0.05711923 1.912016 6 WristLeft
-0.4610198 -0.1199419 1.885452 7 HandLeft
-0.0358215 0.3642486 2.010272 8 ShoulderRight
-0.003836438 0.1367665 2.058047 9 ElbowRight
-0.2834216 -0.1381059 1.948857 12 HipLeft
-0.282436 -0.6071123 2.051478 13 KneeLeft
-0.2846147 -0.993113 2.006023 14 AnkleLeft
-0.2338936 -0.9617803 1.85096 15 FootLeft
-0.1320494 -0.1299045 1.972079 16 HipRight
-0.1332228 -0.6256131 2.050204 17 KneeRight
-0.1033028 -0.9887764 1.980078 18 AnkleRight
-0.09900169 -0.9592766 1.816271 19 FootRight
-0.2032662 0.4037273 1.978497 20 SpineShoulder
-0.4608495 -0.1796409 1.886722 21 HandTipLeft
-0.4541598 -0.1095231 1.844434 22 ThumbLeft
-0.2114387 -0.1289665 1.992793 0 SpineBase
-0.2070035 0.1808473 1.989683 1 SpineMid
-0.2016449 0.4777704 1.967888 2 Neck
-0.3669724 0.3503443 1.966058 4 ShoulderLeft
-0.4474295 0.1585766 1.98936 5 ElbowLeft
-0.4991095 -0.03281235 1.918411 6 WristLeft
-0.5227539 -0.1116971 1.898326 7 HandLeft
-0.0350699 0.3652472 2.01027 8 ShoulderRight
0.01159341 0.1241101 2.071406 9 ElbowRight
0.07955153 -0.03435054 1.976506 10 WristRight
0.0845965 -0.1216165 1.928444 11 HandRight
-0.2828138 -0.1287595 1.943632 12 HipLeft
-0.2844629 -0.6080913 2.049299 13 KneeLeft
-0.2840103 -0.9942064 2.005442 14 AnkleLeft
-0.2329822 -0.9627884 1.850195 15 FootLeft
-0.1315689 -0.1244034 1.969322 16 HipRight
-0.1393395 -0.62953 2.050542 17 KneeRight
-0.1035099 -0.9863131 1.982061 18 AnkleRight
-0.06558908 -0.9591265 1.822754 19 FootRight
-0.2030517 0.40476 1.977562 20 SpineShoulder
-0.5291921 -0.1730439 1.904083 21 HandTipLeft
-0.5184835 -0.1114141 1.851 22 ThumbLeft
0.09710623 -0.1894949 1.939053 23 HandTipRight
