X              Y         Z      JointType 
-0.1484084 -0.1764119 2.070858 0 SpineBase
-0.1459469 0.1419825 2.024462 1 SpineMid
-0.1424642 0.449039 1.964294 2 Neck
-0.2899281 0.326326 1.949923 4 ShoulderLeft
-0.3482198 0.0729396 1.947046 5 ElbowLeft
-0.3345452 -0.1397322 1.881542 6 WristLeft
-0.3322458 -0.1837168 1.891491 7 HandLeft
0.02251416 0.3672504 2.012854 8 ShoulderRight
0.06757426 0.1072361 2.003232 9 ElbowRight
-0.2172707 -0.1826624 2.027979 12 HipLeft
-0.2503101 -0.5421595 2.011479 13 KneeLeft
-0.2581967 -0.8763792 1.998045 14 AnkleLeft
-0.2214656 -0.9099576 1.844491 15 FootLeft
-0.0742066 -0.1638153 2.039244 16 HipRight
-0.05335112 -0.587537 2.031091 17 KneeRight
-0.09841759 -0.9998135 1.983741 18 AnkleRight
-0.06444784 -0.9738913 1.821875 19 FootRight
-0.1435069 0.3739082 1.981666 20 SpineShoulder
-0.3313372 -0.222161 1.892396 21 HandTipLeft
-0.3471813 -0.1809663 1.865474 22 ThumbLeft
-0.1474885 -0.1768355 2.025058 0 SpineBase
-0.1458075 0.1432701 2.011631 1 SpineMid
-0.1424801 0.4494188 1.965159 2 Neck
-0.2885976 0.3259183 1.947316 4 ShoulderLeft
-0.3501629 0.08217154 1.942429 5 ElbowLeft
-0.3591005 -0.1307018 1.874259 6 WristLeft
-0.3524121 -0.1554591 1.891723 7 HandLeft
0.0223962 0.367844 2.015047 8 ShoulderRight
0.06927017 0.1084796 2.017955 9 ElbowRight
-0.2157421 -0.1836649 1.976544 12 HipLeft
-0.2473247 -0.6590329 2.019569 13 KneeLeft
-0.2512566 -0.9825466 1.983157 14 AnkleLeft
-0.1870986 -0.9710821 1.833673 15 FootLeft
-0.073781 -0.1635205 1.99909 16 HipRight
-0.06290095 -0.6517392 2.0246 17 KneeRight
-0.06197088 -1.001961 1.960229 18 AnkleRight
-0.04311939 -0.979898 1.797491 19 FootRight
-0.1434996 0.3741757 1.981439 20 SpineShoulder
-0.3702174 -0.2290637 1.889808 21 HandTipLeft
-0.3689617 -0.1690738 1.839218 22 ThumbLeft
-0.1476486 -0.1766466 2.024823 0 SpineBase
-0.145749 0.1434843 2.010087 1 SpineMid
-0.1422669 0.4496538 1.965627 2 Neck
-0.2872776 0.3254398 1.944951 4 ShoulderLeft
-0.3499988 0.08464549 1.940677 5 ElbowLeft
-0.3620999 -0.1258438 1.871865 6 WristLeft
-0.3521506 -0.1533829 1.886845 7 HandLeft
0.02252114 0.3674753 2.015749 8 ShoulderRight
0.06792262 0.1140107 2.019583 9 ElbowRight
-0.215888 -0.1833823 1.97615 12 HipLeft
-0.2469787 -0.6606809 2.019187 13 KneeLeft
-0.2511044 -0.9840865 1.982325 14 AnkleLeft
-0.1869755 -0.9717549 1.832324 15 FootLeft
-0.07395224 -0.1633981 1.998977 16 HipRight
-0.06218432 -0.6587258 2.025557 17 KneeRight
-0.06179396 -1.00161 1.960223 18 AnkleRight
-0.04396863 -0.9796904 1.796906 19 FootRight
-0.1434043 0.37431 1.981355 20 SpineShoulder
-0.3688931 -0.22826 1.883137 21 HandTipLeft
-0.3696275 -0.1223204 1.827845 22 ThumbLeft
-0.1475623 -0.170266 2.018219 0 SpineBase
