X              Y         Z      JointType 
-0.107015 -0.4512472 1.785852 0 SpineBase
-0.1075462 -0.1510181 1.820657 1 SpineMid
-0.1074619 0.1396867 1.840478 2 Neck
-0.2611281 0.02736456 1.81398 4 ShoulderLeft
-0.3145805 -0.1933684 1.779938 5 ElbowLeft
-0.3249666 -0.3617093 1.672475 6 WristLeft
-0.3342882 -0.4180892 1.645358 7 HandLeft
0.08783191 0.0146444 1.86117 8 ShoulderRight
0.112581 -0.2119546 1.847294 9 ElbowRight
0.128707 -0.3910251 1.762652 10 WristRight
0.117657 -0.4278113 1.732103 11 HandRight
-0.1835254 -0.4410426 1.746405 12 HipLeft
-0.1835238 -0.7699399 1.716733 13 KneeLeft
-0.1586085 -1.138217 1.789288 14 AnkleLeft
-0.02637343 -0.4439355 1.755897 16 HipRight
-0.02920562 -0.7559227 1.671001 17 KneeRight
-0.002176408 -1.130473 1.77016 18 AnkleRight
-0.1075984 0.06828003 1.837966 20 SpineShoulder
-0.3299513 -0.4868335 1.633455 21 HandTipLeft
-0.2951598 -0.4231032 1.615111 22 ThumbLeft
0.1273695 -0.4792212 1.711318 23 HandTipRight
0.1352663 -0.4278064 1.678513 24 ThumbRight
-0.102566 -0.4492125 1.775532 0 SpineBase
-0.1078008 -0.1488458 1.816118 1 SpineMid
-0.110468 0.1420841 1.838869 2 Neck
-0.2637305 0.02731944 1.811461 4 ShoulderLeft
-0.317115 -0.1937945 1.774473 5 ElbowLeft
-0.3316731 -0.3636042 1.670438 6 WristLeft
-0.3382867 -0.4205502 1.644338 7 HandLeft
0.08537222 0.0158775 1.858951 8 ShoulderRight
0.1069149 -0.2098084 1.843035 9 ElbowRight
0.1142406 -0.3835029 1.733849 10 WristRight
0.1004581 -0.42316 1.700189 11 HandRight
-0.1785445 -0.4393612 1.734693 12 HipLeft
-0.1817918 -0.7733387 1.712458 13 KneeLeft
-0.1544241 -1.13587 1.785559 14 AnkleLeft
-0.02258245 -0.441559 1.746958 16 HipRight
-0.01982125 -0.7636958 1.679883 17 KneeRight
0.001906749 -1.136217 1.760835 18 AnkleRight
-0.1098782 0.07048893 1.835819 20 SpineShoulder
-0.3290772 -0.49081 1.631755 21 HandTipLeft
-0.2998456 -0.4088845 1.62255 22 ThumbLeft
0.1030377 -0.4793737 1.680548 23 HandTipRight
0.1331448 -0.4423208 1.7005 24 ThumbRight
-0.09478133 -0.4476934 1.763096 0 SpineBase
-0.1047922 -0.1462805 1.809239 1 SpineMid
-0.1111608 0.1444059 1.837336 2 Neck
-0.2648846 0.0272231 1.810562 4 ShoulderLeft
-0.3170403 -0.192871 1.773123 5 ElbowLeft
-0.3300063 -0.3610005 1.666078 6 WristLeft
-0.326624 -0.4172499 1.631351 7 HandLeft
0.08345858 0.01576265 1.848078 8 ShoulderRight
0.1066314 -0.2147499 1.817018 9 ElbowRight
0.1140683 -0.4237716 1.693621 10 WristRight
0.09905799 -0.4554293 1.676767 11 HandRight
-0.1705371 -0.4378468 1.721724 12 HipLeft
-0.177257 -0.774367 1.7056 13 KneeLeft
-0.1550047 -1.128981 1.799796 14 AnkleLeft
-0.01531275 -0.4399426 1.735122 16 HipRight
-0.001234844 -0.772097 1.694656 17 KneeRight
-0.002796819 -1.13744 1.771796 18 AnkleRight
-0.1099402 0.07294574 1.833238 20 SpineShoulder
-0.3143397 -0.4809879 1.607617 21 HandTipLeft
-0.2752444 -0.4094669 1.5975 22 ThumbLeft
0.07290667 -0.5113922 1.673255 23 HandTipRight
0.09985035 -0.4863501 1.701125 24 ThumbRight
-0.08415711 -0.4459271 1.741101 0 SpineBase
-0.09514744 -0.1428294 1.794352 1 SpineMid
-0.1049316 0.1492622 1.83159 2 Neck
-0.2584829 0.02430732 1.803754 4 ShoulderLeft
-0.2986768 -0.209398 1.755523 5 ElbowLeft
-0.2998246 -0.3777149 1.647815 6 WristLeft
-0.2926867 -0.4307849 1.618341 7 HandLeft
0.09327591 0.0205006 1.821955 8 ShoulderRight
0.1336394 -0.1986756 1.786547 9 ElbowRight
0.1605341 -0.35649 1.665758 10 WristRight
0.1681279 -0.4060814 1.618572 11 HandRight
-0.1616096 -0.4370499 1.706672 12 HipLeft
-0.1691549 -0.7672143 1.688424 13 KneeLeft
-0.142168 -1.127228 1.789993 14 AnkleLeft
-0.00346682 -0.4368425 1.705727 16 HipRight
0.01105501 -0.7661414 1.690415 17 KneeRight
0.00473518 -1.131888 1.776988 18 AnkleRight
-0.1026665 0.0776581 1.824914 20 SpineShoulder
-0.2829232 -0.4889059 1.592915 21 HandTipLeft
-0.2642934 -0.4099582 1.61173 22 ThumbLeft
0.1723877 -0.4643136 1.59869 23 HandTipRight
0.1697943 -0.4012527 1.571 24 ThumbRight
-0.08080724 -0.4452968 1.736577 0 SpineBase
-0.09052557 -0.1419852 1.789378 1 SpineMid
-0.09912637 0.1506299 1.826663 2 Neck
-0.2519736 0.0246365 1.799861 4 ShoulderLeft
-0.2936042 -0.210414 1.752782 5 ElbowLeft
-0.2932807 -0.3791586 1.645824 6 WristLeft
-0.2840726 -0.4285932 1.619416 7 HandLeft
0.09689318 0.0228094 1.815681 8 ShoulderRight
0.1413897 -0.1927992 1.783177 9 ElbowRight
0.1710024 -0.34798 1.6594 10 WristRight
0.1788862 -0.4068113 1.608019 11 HandRight
-0.1580116 -0.4365504 1.702792 12 HipLeft
-0.1672729 -0.7661537 1.684607 13 KneeLeft
-0.1449794 -1.127967 1.783676 14 AnkleLeft
-0.0004783715 -0.4361532 1.70081 16 HipRight
0.01306256 -0.764227 1.687635 17 KneeRight
0.0043224 -1.130435 1.777008 18 AnkleRight
-0.09712721 0.07885823 1.819853 20 SpineShoulder
-0.2685249 -0.494825 1.593602 21 HandTipLeft
-0.2353064 -0.3962813 1.64525 22 ThumbLeft
0.185869 -0.4580271 1.586224 23 HandTipRight
0.179654 -0.3892743 1.56997 24 ThumbRight
-0.07748791 -0.4445499 1.732957 0 SpineBase
-0.08604369 -0.1406763 1.785414 1 SpineMid
-0.09345283 0.1527337 1.822522 2 Neck
-0.2465093 0.02484052 1.796603 4 ShoulderLeft
-0.2872775 -0.2115862 1.750299 5 ElbowLeft
-0.2886241 -0.3802451 1.64326 6 WristLeft
-0.2797311 -0.4262814 1.619178 7 HandLeft
0.1012038 0.02420532 1.811706 8 ShoulderRight
0.1458793 -0.1915897 1.780477 9 ElbowRight
0.1750123 -0.3476585 1.657817 10 WristRight
0.1795663 -0.410644 1.614047 11 HandRight
-0.1545751 -0.4356852 1.699156 12 HipLeft
-0.1654 -0.7630543 1.681391 13 KneeLeft
-0.1445578 -1.126681 1.782262 14 AnkleLeft
0.002652821 -0.4355708 1.697276 16 HipRight
0.01464668 -0.7639405 1.686121 17 KneeRight
0.003604348 -1.12922 1.777449 18 AnkleRight
-0.09175591 0.08073817 1.815717 20 SpineShoulder
-0.2706381 -0.4891021 1.589558 21 HandTipLeft
-0.2390006 -0.4092424 1.645867 22 ThumbLeft
0.1846077 -0.4619818 1.588128 23 HandTipRight
0.1615445 -0.4048181 1.585675 24 ThumbRight
-0.07462627 -0.4444494 1.731395 0 SpineBase
-0.08153486 -0.1398683 1.783101 1 SpineMid
-0.0872715 0.1544166 1.819387 2 Neck
-0.2401466 0.02567756 1.793069 4 ShoulderLeft
-0.2827657 -0.2119306 1.748318 5 ElbowLeft
-0.2863055 -0.380732 1.641496 6 WristLeft
-0.2832594 -0.4244089 1.615901 7 HandLeft
0.1073949 0.02386281 1.808496 8 ShoulderRight
0.1477482 -0.1944881 1.779555 9 ElbowRight
0.172712 -0.3572581 1.665645 10 WristRight
0.1713315 -0.4244793 1.629806 11 HandRight
-0.1519106 -0.4353973 1.697844 12 HipLeft
-0.1620959 -0.7628877 1.680036 13 KneeLeft
-0.1425204 -1.126133 1.782896 14 AnkleLeft
0.005660758 -0.4356789 1.695479 16 HipRight
0.01800621 -0.7634807 1.684589 17 KneeRight
0.007929029 -1.128966 1.778046 18 AnkleRight
-0.08598907 0.08219024 1.81278 20 SpineShoulder
-0.2598496 -0.5012073 1.590823 21 HandTipLeft
-0.2551268 -0.395483 1.607774 22 ThumbLeft
0.1775095 -0.4728946 1.60812 23 HandTipRight
0.1966122 -0.4396145 1.63425 24 ThumbRight
-0.07277463 -0.4449138 1.731467 0 SpineBase
-0.07846934 -0.1400228 1.782504 1 SpineMid
-0.08291822 0.1546641 1.817998 2 Neck
-0.2371592 0.02586504 1.791431 4 ShoulderLeft
-0.2804243 -0.2105711 1.747887 5 ElbowLeft
-0.285075 -0.3794733 1.641072 6 WristLeft
-0.2829914 -0.4277517 1.613978 7 HandLeft
0.1119228 0.02228058 1.80801 8 ShoulderRight
0.1478273 -0.2012463 1.779941 9 ElbowRight
0.1654912 -0.3746566 1.679946 10 WristRight
0.1626673 -0.4271096 1.64725 11 HandRight
-0.1501129 -0.4356348 1.697817 12 HipLeft
-0.160539 -0.7640078 1.680264 13 KneeLeft
-0.1428611 -1.126379 1.783745 14 AnkleLeft
0.007522976 -0.4363759 1.695695 16 HipRight
0.01934526 -0.7638894 1.684503 17 KneeRight
0.009992129 -1.129722 1.778511 18 AnkleRight
-0.08195662 0.08233255 1.811595 20 SpineShoulder
-0.2632062 -0.4973608 1.585323 21 HandTipLeft
-0.2473183 -0.4444855 1.625813 22 ThumbLeft
0.1669849 -0.4883712 1.6308 23 HandTipRight
0.115284 -0.4081965 1.671632 24 ThumbRight
-0.07147704 -0.4455278 1.732317 0 SpineBase
